date,satellite,cloud_pct,status,season,threshold,action
2026-01-16,Sentinel-2C,75.2,REJECTED,Rabi,25,Skipped — cloud cover 75.2% exceeds 25% Rabi QA threshold
2026-01-18,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-01-18,Sentinel-2B,36.2,REJECTED,Rabi,25,Skipped — cloud cover 36.2% exceeds 25% Rabi QA threshold
2026-01-21,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-01-23,Sentinel-2C,99.9,REJECTED,Rabi,25,Skipped — cloud cover 99.9% exceeds 25% Rabi QA threshold
2026-01-23,Sentinel-2C,100.0,REJECTED,Rabi,25,Skipped — cloud cover 100.0% exceeds 25% Rabi QA threshold
2026-01-26,Sentinel-2C,87.0,REJECTED,Rabi,25,Skipped — cloud cover 87.0% exceeds 25% Rabi QA threshold
2026-01-26,Sentinel-2C,45.1,REJECTED,Rabi,25,Skipped — cloud cover 45.1% exceeds 25% Rabi QA threshold
2026-01-28,Sentinel-2B,16.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-01-28,Sentinel-2B,42.3,REJECTED,Rabi,25,Skipped — cloud cover 42.3% exceeds 25% Rabi QA threshold
2026-01-31,Sentinel-2B,40.6,REJECTED,Rabi,25,Skipped — cloud cover 40.6% exceeds 25% Rabi QA threshold
2026-01-31,Sentinel-2B,38.7,REJECTED,Rabi,25,Skipped — cloud cover 38.7% exceeds 25% Rabi QA threshold
2026-02-02,Sentinel-2C,85.7,REJECTED,Rabi,25,Skipped — cloud cover 85.7% exceeds 25% Rabi QA threshold
2026-02-02,Sentinel-2C,48.7,REJECTED,Rabi,25,Skipped — cloud cover 48.7% exceeds 25% Rabi QA threshold
2026-02-05,Sentinel-2C,2.3,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-05,Sentinel-2C,2.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-07,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-10,Sentinel-2B,26.7,REJECTED,Rabi,25,Skipped — cloud cover 26.7% exceeds 25% Rabi QA threshold
2026-02-10,Sentinel-2B,23.3,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-12,Sentinel-2C,4.5,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-12,Sentinel-2C,2.7,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-15,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-17,Sentinel-2B,58.4,REJECTED,Rabi,25,Skipped — cloud cover 58.4% exceeds 25% Rabi QA threshold
2026-02-17,Sentinel-2B,10.6,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-20,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-22,Sentinel-2C,1.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-22,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-25,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-27,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-02-27,Sentinel-2B,0.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-02,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-04,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-06,Sentinel-2A,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-07,Sentinel-2C,0.8,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-07,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-09,Sentinel-2B,49.5,REJECTED,Rabi,25,Skipped — cloud cover 49.5% exceeds 25% Rabi QA threshold
2026-03-09,Sentinel-2A,60.4,REJECTED,Rabi,25,Skipped — cloud cover 60.4% exceeds 25% Rabi QA threshold
2026-03-09,Sentinel-2A,39.3,REJECTED,Rabi,25,Skipped — cloud cover 39.3% exceeds 25% Rabi QA threshold
2026-03-09,Sentinel-2B,30.6,REJECTED,Rabi,25,Skipped — cloud cover 30.6% exceeds 25% Rabi QA threshold
2026-03-12,Sentinel-2B,64.0,REJECTED,Rabi,25,Skipped — cloud cover 64.0% exceeds 25% Rabi QA threshold
2026-03-12,Sentinel-2B,24.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-14,Sentinel-2C,78.0,REJECTED,Rabi,25,Skipped — cloud cover 78.0% exceeds 25% Rabi QA threshold
2026-03-14,Sentinel-2C,66.3,REJECTED,Rabi,25,Skipped — cloud cover 66.3% exceeds 25% Rabi QA threshold
2026-03-16,Sentinel-2A,94.0,REJECTED,Rabi,25,Skipped — cloud cover 94.0% exceeds 25% Rabi QA threshold
2026-03-16,Sentinel-2A,19.4,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-17,Sentinel-2C,56.7,REJECTED,Rabi,25,Skipped — cloud cover 56.7% exceeds 25% Rabi QA threshold
2026-03-17,Sentinel-2C,76.4,REJECTED,Rabi,25,Skipped — cloud cover 76.4% exceeds 25% Rabi QA threshold
2026-03-19,Sentinel-2A,100.0,REJECTED,Rabi,25,Skipped — cloud cover 100% exceeds 25% Rabi QA threshold
2026-03-19,Sentinel-2B,100.0,REJECTED,Rabi,25,Skipped — cloud cover 100.0% exceeds 25% Rabi QA threshold
2026-03-22,Sentinel-2B,39.7,REJECTED,Rabi,25,Skipped — cloud cover 39.7% exceeds 25% Rabi QA threshold
2026-03-22,Sentinel-2B,2.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-03-27,Sentinel-2C,96.2,REJECTED,Rabi,25,Skipped — cloud cover 96.2% exceeds 25% Rabi QA threshold
2026-03-27,Sentinel-2C,92.7,REJECTED,Rabi,25,Skipped — cloud cover 92.7% exceeds 25% Rabi QA threshold
2026-03-29,Sentinel-2B,95.4,REJECTED,Rabi,25,Skipped — cloud cover 95.4% exceeds 25% Rabi QA threshold
2026-03-29,Sentinel-2B,84.3,REJECTED,Rabi,25,Skipped — cloud cover 84.3% exceeds 25% Rabi QA threshold
2026-04-03,Sentinel-2C,93.8,REJECTED,Rabi,25,Skipped — cloud cover 93.8% exceeds 25% Rabi QA threshold
2026-04-03,Sentinel-2C,95.3,REJECTED,Rabi,25,Skipped — cloud cover 95.3% exceeds 25% Rabi QA threshold
2026-04-05,Sentinel-2A,10.6,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-05,Sentinel-2A,8.2,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-06,Sentinel-2C,0.4,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-06,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-08,Sentinel-2B,86.9,REJECTED,Rabi,25,Skipped — cloud cover 86.9% exceeds 25% Rabi QA threshold
2026-04-08,Sentinel-2A,64.0,REJECTED,Rabi,25,Skipped — cloud cover 64.0% exceeds 25% Rabi QA threshold
2026-04-08,Sentinel-2A,48.5,REJECTED,Rabi,25,Skipped — cloud cover 48.5% exceeds 25% Rabi QA threshold
2026-04-08,Sentinel-2B,69.3,REJECTED,Rabi,25,Skipped — cloud cover 69.3% exceeds 25% Rabi QA threshold
2026-04-08,Sentinel-2A,85.0,REJECTED,Rabi,25,Skipped — cloud cover 85.0% exceeds 25% Rabi QA threshold
2026-04-11,Sentinel-2B,10.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-11,Sentinel-2B,30.7,REJECTED,Rabi,25,Skipped — cloud cover 30.7% exceeds 25% Rabi QA threshold
2026-04-13,Sentinel-2C,54.7,REJECTED,Rabi,25,Skipped — cloud cover 54.7% exceeds 25% Rabi QA threshold
2026-04-13,Sentinel-2C,10.2,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-16,Sentinel-2C,94.1,REJECTED,Rabi,25,Skipped — cloud cover 94.1% exceeds 25% Rabi QA threshold
2026-04-16,Sentinel-2C,45.4,REJECTED,Rabi,25,Skipped — cloud cover 45.4% exceeds 25% Rabi QA threshold
2026-04-18,Sentinel-2B,7.7,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-18,Sentinel-2B,14.6,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-21,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-23,Sentinel-2C,0.2,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-23,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-25,Sentinel-2A,26.0,REJECTED,Rabi,25,Skipped — cloud cover 26.0% exceeds 25% Rabi QA threshold
2026-04-25,Sentinel-2A,11.8,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-26,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-04-28,Sentinel-2A,95.9,REJECTED,Rabi,25,Skipped — cloud cover 95.9% exceeds 25% Rabi QA threshold
2026-04-28,Sentinel-2A,100.0,REJECTED,Rabi,25,Skipped — cloud cover 100.0% exceeds 25% Rabi QA threshold
2026-04-28,Sentinel-2A,99.9,REJECTED,Rabi,25,Skipped — cloud cover 99.9% exceeds 25% Rabi QA threshold
2026-04-28,Sentinel-2B,92.3,REJECTED,Rabi,25,Skipped — cloud cover 92.3% exceeds 25% Rabi QA threshold
2026-04-28,Sentinel-2B,99.9,REJECTED,Rabi,25,Skipped — cloud cover 99.9% exceeds 25% Rabi QA threshold
2026-05-01,Sentinel-2B,0.2,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-01,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-03,Sentinel-2C,51.8,REJECTED,Rabi,25,Skipped — cloud cover 51.8% exceeds 25% Rabi QA threshold
2026-05-03,Sentinel-2C,97.1,REJECTED,Rabi,25,Skipped — cloud cover 97.1% exceeds 25% Rabi QA threshold
2026-05-06,Sentinel-2C,0.2,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-06,Sentinel-2C,0.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-08,Sentinel-2B,70.6,REJECTED,Rabi,25,Skipped — cloud cover 70.6% exceeds 25% Rabi QA threshold
2026-05-08,Sentinel-2B,6.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-11,Sentinel-2B,19.7,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-11,Sentinel-2B,45.9,REJECTED,Rabi,25,Skipped — cloud cover 45.9% exceeds 25% Rabi QA threshold
2026-05-13,Sentinel-2C,14.3,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-13,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-15,Sentinel-2A,3.5,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-15,Sentinel-2A,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-16,Sentinel-2C,0.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-16,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-18,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-18,Sentinel-2A,0.1,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-18,Sentinel-2A,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-21,Sentinel-2B,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-21,Sentinel-2B,6.4,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-23,Sentinel-2C,17.9,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-23,Sentinel-2C,77.5,REJECTED,Rabi,25,Skipped — cloud cover 77.5% exceeds 25% Rabi QA threshold
2026-05-26,Sentinel-2C,0.0,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-26,Sentinel-2C,0.3,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-28,Sentinel-2B,0.5,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-28,Sentinel-2B,21.3,ACCEPTED,Rabi,25,Used in composite — NDVI extracted at 208 points
2026-05-31,Sentinel-2B,25.8,REJECTED,Rabi,25,Skipped — cloud cover 25.8% exceeds 25% Rabi QA threshold
2026-05-31,Sentinel-2B,38.3,REJECTED,Rabi,25,Skipped — cloud cover 38.3% exceeds 25% Rabi QA threshold
2026-06-02,Sentinel-2C,1.8,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-02,Sentinel-2C,2.5,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-04,Sentinel-2A,5.0,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-04,Sentinel-2A,8.8,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-05,Sentinel-2C,12.7,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-05,Sentinel-2C,24.9,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-07,Sentinel-2A,1.3,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-07,Sentinel-2B,1.4,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-07,Sentinel-2B,10.5,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-07,Sentinel-2A,0.2,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-07,Sentinel-2A,0.0,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-10,Sentinel-2B,0.2,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
2026-06-10,Sentinel-2B,0.0,ACCEPTED,Kharif,50,Used in composite — NDVI extracted at 208 points
