timestamp,sentinel2_date,images_used,ndvi_mean,ndbi_mean,pH_mean,pH_std,pH_min,pH_max,OC_mean,OC_std,OC_min,OC_max,EC_mean,EC_std,EC_min,EC_max,K2O_mean,K2O_std,K2O_min,K2O_max,available_P_mean,available_P_std,available_P_min,available_P_max,available_N_mean,available_N_std,available_N_min,available_N_max,CEC_mean,CEC_std,CEC_min,CEC_max,bulk_density_mean,bulk_density_std,bulk_density_min,bulk_density_max,CaCO3_mean,CaCO3_std,CaCO3_min,CaCO3_max
2026-05-26 05:18:18,2026-05-23,24,0.2456,0.1075,8.4009,0.0538,8.124,8.5693,0.4833,0.0535,0.2421,0.7475,0.101,0.0071,0.0832,0.1318,71.1142,8.524,44.4678,118.843,30.1497,3.7261,17.0408,49.96,218.5118,13.6254,176.6542,262.0293,14.2641,1.105,10.4354,19.515,233.3631,11.1326,192.2286,276.8618,0.763,0.1207,0.4636,1.3336
