easting,northing,degradation_risk,crop_failure_risk,salinity_risk,overall_risk
626730.0,3412330.0,43.8,47.0,18.5,40.02
626830.0,3412330.0,43.8,47.0,18.5,40.02
626930.0,3412330.0,43.8,47.0,18.5,40.02
627030.0,3412330.0,43.8,47.0,18.5,40.02
627130.0,3412330.0,43.8,47.0,18.5,40.02
627230.0,3412330.0,43.8,47.0,18.5,40.02
627330.0,3412330.0,43.8,47.0,18.5,40.02
627430.0,3412330.0,43.8,47.0,18.5,40.02
627530.0,3412330.0,43.8,47.0,18.5,40.02
627630.0,3412330.0,43.8,47.0,18.5,40.02
627730.0,3412330.0,43.8,47.0,18.5,40.02
627830.0,3412330.0,43.8,47.0,18.5,40.02
627930.0,3412330.0,43.8,47.0,18.5,40.02
628030.0,3412330.0,43.8,47.0,18.5,40.02
628130.0,3412330.0,43.8,47.0,18.5,40.02
628230.0,3412330.0,43.8,47.0,18.5,40.02
628330.0,3412330.0,43.8,47.0,18.5,40.02
628430.0,3412330.0,43.8,47.0,18.5,40.02
628530.0,3412330.0,43.8,47.0,18.5,40.02
628630.0,3412330.0,43.8,47.0,18.5,40.02
628730.0,3412330.0,43.8,47.0,18.5,40.02
628830.0,3412330.0,43.8,47.0,18.5,40.02
628930.0,3412330.0,43.8,47.0,18.5,40.02
629030.0,3412330.0,43.8,47.0,18.5,40.02
629130.0,3412330.0,43.8,47.0,18.5,40.02
629230.0,3412330.0,43.8,47.0,18.5,40.02
629330.0,3412330.0,43.8,47.0,18.5,40.02
629430.0,3412330.0,43.8,47.0,18.5,40.02
629530.0,3412330.0,43.8,47.0,18.5,40.02
629630.0,3412330.0,43.8,47.0,18.5,40.02
629730.0,3412330.0,43.8,47.0,18.5,40.02
629830.0,3412330.0,43.8,47.0,18.5,40.02
629930.0,3412330.0,43.8,47.0,18.5,40.02
630030.0,3412330.0,43.8,47.0,18.5,40.02
630130.0,3412330.0,43.8,47.0,18.5,40.02
630230.0,3412330.0,43.8,47.0,18.5,40.02
630330.0,3412330.0,43.8,47.0,18.5,40.02
630430.0,3412330.0,43.8,47.0,18.5,40.02
630530.0,3412330.0,43.8,47.0,18.5,40.02
630630.0,3412330.0,43.8,47.0,18.5,40.02
630730.0,3412330.0,43.8,47.0,18.5,40.02
630830.0,3412330.0,43.8,47.0,18.5,40.02
630930.0,3412330.0,43.8,47.0,18.5,40.02
631030.0,3412330.0,43.8,47.0,18.5,40.02
631130.0,3412330.0,43.8,47.0,18.5,40.02
631230.0,3412330.0,43.8,47.0,18.5,40.02
631330.0,3412330.0,43.8,47.0,18.5,40.02
631430.0,3412330.0,43.8,47.0,18.5,40.02
631530.0,3412330.0,43.8,47.0,18.5,40.02
631630.0,3412330.0,43.8,47.0,18.5,40.02
631730.0,3412330.0,43.8,47.0,18.5,40.02
631830.0,3412330.0,43.8,47.0,18.5,40.02
631930.0,3412330.0,43.8,47.0,18.5,40.02
632030.0,3412330.0,43.8,47.0,18.5,40.02
632130.0,3412330.0,43.8,47.0,18.5,40.02
632230.0,3412330.0,43.8,47.0,18.5,40.02
632330.0,3412330.0,43.8,47.0,18.5,40.02
632430.0,3412330.0,43.8,47.0,18.5,40.02
632530.0,3412330.0,43.8,47.0,18.5,40.02
632630.0,3412330.0,43.8,47.0,18.5,40.02
632730.0,3412330.0,43.8,47.0,18.5,40.02
632830.0,3412330.0,43.8,47.0,18.5,40.02
632930.0,3412330.0,43.8,47.0,18.5,40.02
633030.0,3412330.0,43.8,47.0,18.5,40.02
633130.0,3412330.0,43.8,47.0,18.5,40.02
633230.0,3412330.0,43.8,47.0,18.5,40.02
633330.0,3412330.0,43.8,47.0,18.5,40.02
633430.0,3412330.0,43.8,47.0,18.5,40.02
633530.0,3412330.0,43.8,47.0,18.5,40.02
633630.0,3412330.0,43.8,47.0,18.5,40.02
633730.0,3412330.0,43.8,47.0,18.5,40.02
633830.0,3412330.0,43.8,47.0,18.5,40.02
633930.0,3412330.0,43.8,47.0,18.5,40.02
634030.0,3412330.0,43.8,47.0,18.5,40.02
634130.0,3412330.0,43.8,47.0,18.5,40.02
634230.0,3412330.0,43.8,47.0,18.5,40.02
634330.0,3412330.0,43.8,47.0,18.5,40.02
634430.0,3412330.0,43.8,47.0,18.5,40.02
624530.0,3412230.0,43.8,47.0,18.5,40.02
624630.0,3412230.0,43.8,47.0,18.5,40.02
624730.0,3412230.0,43.8,47.0,18.5,40.02
624830.0,3412230.0,43.8,47.0,18.5,40.02
624930.0,3412230.0,43.8,47.0,18.5,40.02
625030.0,3412230.0,43.8,47.0,18.5,40.02
625130.0,3412230.0,43.8,47.0,18.5,40.02
625230.0,3412230.0,43.8,47.0,18.5,40.02
625330.0,3412230.0,43.8,47.0,18.5,40.02
625430.0,3412230.0,43.8,47.0,18.5,40.02
625530.0,3412230.0,43.8,47.0,18.5,40.02
625630.0,3412230.0,43.8,47.0,18.5,40.02
625730.0,3412230.0,43.8,47.0,18.5,40.02
625830.0,3412230.0,43.8,47.0,18.5,40.02
625930.0,3412230.0,43.8,47.0,18.5,40.02
626030.0,3412230.0,43.8,47.0,18.5,40.02
626130.0,3412230.0,43.8,47.0,18.5,40.02
626230.0,3412230.0,43.8,47.0,18.5,40.02
626330.0,3412230.0,43.8,47.0,18.5,40.02
626430.0,3412230.0,43.8,47.0,18.5,40.02
626530.0,3412230.0,43.8,47.0,18.5,40.02
626630.0,3412230.0,43.8,47.0,18.5,40.02
626730.0,3412230.0,43.8,47.0,18.5,40.02
626830.0,3412230.0,43.8,47.0,18.5,40.02
626930.0,3412230.0,43.8,47.0,18.5,40.02
627030.0,3412230.0,43.8,47.0,18.5,40.02
627130.0,3412230.0,43.8,47.0,18.5,40.02
627230.0,3412230.0,43.8,47.0,18.5,40.02
627330.0,3412230.0,43.8,47.0,18.5,40.02
627430.0,3412230.0,43.8,47.0,18.5,40.02
627530.0,3412230.0,43.8,47.0,18.5,40.02
627630.0,3412230.0,43.8,47.0,18.5,40.02
627730.0,3412230.0,43.8,47.0,18.5,40.02
627830.0,3412230.0,43.8,47.0,18.5,40.02
627930.0,3412230.0,43.8,47.0,18.5,40.02
628030.0,3412230.0,43.8,47.0,18.5,40.02
628130.0,3412230.0,43.8,47.0,18.5,40.02
628230.0,3412230.0,43.8,47.0,18.5,40.02
628330.0,3412230.0,43.8,47.0,18.5,40.02
628430.0,3412230.0,43.8,47.0,18.5,40.02
628530.0,3412230.0,43.8,47.0,18.5,40.02
628630.0,3412230.0,43.8,47.0,18.5,40.02
628730.0,3412230.0,43.8,47.0,18.5,40.02
628830.0,3412230.0,43.8,47.0,18.5,40.02
628930.0,3412230.0,43.8,47.0,18.5,40.02
629030.0,3412230.0,43.8,47.0,18.5,40.02
629130.0,3412230.0,43.8,47.0,18.5,40.02
629230.0,3412230.0,43.8,47.0,18.5,40.02
629330.0,3412230.0,43.8,47.0,18.5,40.02
629430.0,3412230.0,43.8,47.0,18.5,40.02
629530.0,3412230.0,43.8,47.0,18.5,40.02
629630.0,3412230.0,43.8,47.0,18.5,40.02
629730.0,3412230.0,43.8,47.0,18.5,40.02
629830.0,3412230.0,43.8,47.0,18.5,40.02
629930.0,3412230.0,43.8,47.0,18.5,40.02
630030.0,3412230.0,43.8,47.0,18.5,40.02
630130.0,3412230.0,43.8,47.0,18.5,40.02
630230.0,3412230.0,43.8,47.0,18.5,40.02
630330.0,3412230.0,43.8,47.0,18.5,40.02
630430.0,3412230.0,43.8,47.0,18.5,40.02
630530.0,3412230.0,43.8,47.0,18.5,40.02
630630.0,3412230.0,43.8,47.0,18.5,40.02
630730.0,3412230.0,43.8,47.0,18.5,40.02
630830.0,3412230.0,43.8,47.0,18.5,40.02
630930.0,3412230.0,43.8,47.0,18.5,40.02
631030.0,3412230.0,43.8,47.0,18.5,40.02
631130.0,3412230.0,43.8,47.0,18.5,40.02
631230.0,3412230.0,43.8,47.0,18.5,40.02
631330.0,3412230.0,43.8,47.0,18.5,40.02
631430.0,3412230.0,43.8,47.0,18.5,40.02
631530.0,3412230.0,43.8,47.0,18.5,40.02
631630.0,3412230.0,43.8,47.0,18.5,40.02
631730.0,3412230.0,43.8,47.0,18.5,40.02
631830.0,3412230.0,43.8,47.0,18.5,40.02
631930.0,3412230.0,43.8,47.0,18.5,40.02
632030.0,3412230.0,43.8,47.0,18.5,40.02
632130.0,3412230.0,43.8,47.0,18.5,40.02
632230.0,3412230.0,43.8,47.0,18.5,40.02
632330.0,3412230.0,43.8,47.0,18.5,40.02
632430.0,3412230.0,43.8,47.0,18.5,40.02
632530.0,3412230.0,43.8,47.0,18.5,40.02
632630.0,3412230.0,43.8,47.0,18.5,40.02
632730.0,3412230.0,43.8,47.0,18.5,40.02
632830.0,3412230.0,43.8,47.0,18.5,40.02
632930.0,3412230.0,43.8,47.0,18.5,40.02
633030.0,3412230.0,43.8,47.0,18.5,40.02
633130.0,3412230.0,43.8,47.0,18.5,40.02
633230.0,3412230.0,43.8,47.0,18.5,40.02
633330.0,3412230.0,43.8,47.0,18.5,40.02
633430.0,3412230.0,43.8,47.0,18.5,40.02
633530.0,3412230.0,43.8,47.0,18.5,40.02
633630.0,3412230.0,43.8,47.0,18.5,40.02
633730.0,3412230.0,43.8,47.0,18.5,40.02
633830.0,3412230.0,43.8,47.0,18.5,40.02
633930.0,3412230.0,43.8,47.0,18.5,40.02
634030.0,3412230.0,43.8,47.0,18.5,40.02
634130.0,3412230.0,43.8,47.0,18.5,40.02
634230.0,3412230.0,43.8,47.0,18.5,40.02
634330.0,3412230.0,43.8,47.0,18.5,40.02
623930.0,3412130.0,43.8,47.0,18.5,40.02
624030.0,3412130.0,43.8,47.0,18.5,40.02
624130.0,3412130.0,43.8,47.0,18.5,40.02
624230.0,3412130.0,43.8,47.0,18.5,40.02
624330.0,3412130.0,43.8,47.0,18.5,40.02
624430.0,3412130.0,43.8,47.0,18.5,40.02
624530.0,3412130.0,43.8,47.0,18.5,40.02
624630.0,3412130.0,43.8,47.0,18.5,40.02
624730.0,3412130.0,43.8,47.0,18.5,40.02
624830.0,3412130.0,43.8,47.0,18.5,40.02
624930.0,3412130.0,43.8,47.0,18.5,40.02
625030.0,3412130.0,43.8,47.0,18.5,40.02
625130.0,3412130.0,43.8,47.0,18.5,40.02
625230.0,3412130.0,43.8,47.0,18.5,40.02
625330.0,3412130.0,43.8,47.0,18.5,40.02
625430.0,3412130.0,43.8,47.0,18.5,40.02
625530.0,3412130.0,43.8,47.0,18.5,40.02
625630.0,3412130.0,43.8,47.0,18.5,40.02
625730.0,3412130.0,43.8,47.0,18.5,40.02
625830.0,3412130.0,43.8,47.0,18.5,40.02
625930.0,3412130.0,43.8,47.0,18.5,40.02
626030.0,3412130.0,43.8,47.0,18.5,40.02
626130.0,3412130.0,43.8,47.0,18.5,40.02
626230.0,3412130.0,43.8,47.0,18.5,40.02
626330.0,3412130.0,43.8,47.0,18.5,40.02
626430.0,3412130.0,43.8,47.0,18.5,40.02
626530.0,3412130.0,43.8,47.0,18.5,40.02
626630.0,3412130.0,43.8,47.0,18.5,40.02
626730.0,3412130.0,43.8,47.0,18.5,40.02
626830.0,3412130.0,43.8,47.0,18.5,40.02
626930.0,3412130.0,43.8,47.0,18.5,40.02
627030.0,3412130.0,43.8,47.0,18.5,40.02
627130.0,3412130.0,43.8,47.0,18.5,40.02
627230.0,3412130.0,43.8,47.0,18.5,40.02
627330.0,3412130.0,43.8,47.0,18.5,40.02
627430.0,3412130.0,43.8,47.0,18.5,40.02
627530.0,3412130.0,43.8,47.0,18.5,40.02
627630.0,3412130.0,43.8,47.0,18.5,40.02
627730.0,3412130.0,43.8,47.0,18.5,40.02
627830.0,3412130.0,43.8,47.0,18.5,40.02
627930.0,3412130.0,43.8,47.0,18.5,40.02
628030.0,3412130.0,43.8,47.0,18.5,40.02
628130.0,3412130.0,43.8,47.0,18.5,40.02
628230.0,3412130.0,43.8,47.0,18.5,40.02
628330.0,3412130.0,43.8,47.0,18.5,40.02
628430.0,3412130.0,43.8,47.0,18.5,40.02
628530.0,3412130.0,43.8,47.0,18.5,40.02
628630.0,3412130.0,43.8,47.0,18.5,40.02
628730.0,3412130.0,43.8,47.0,18.5,40.02
628830.0,3412130.0,43.8,47.0,18.5,40.02
628930.0,3412130.0,43.8,47.0,18.5,40.02
629030.0,3412130.0,43.8,47.0,18.5,40.02
629130.0,3412130.0,43.8,47.0,18.5,40.02
629230.0,3412130.0,43.8,47.0,18.5,40.02
629330.0,3412130.0,43.8,47.0,18.5,40.02
629430.0,3412130.0,43.8,47.0,18.5,40.02
629530.0,3412130.0,43.8,47.0,18.5,40.02
629630.0,3412130.0,43.8,47.0,18.5,40.02
629730.0,3412130.0,43.8,47.0,18.5,40.02
629830.0,3412130.0,43.8,47.0,18.5,40.02
629930.0,3412130.0,43.8,47.0,18.5,40.02
630030.0,3412130.0,43.8,47.0,18.5,40.02
630130.0,3412130.0,43.8,47.0,18.5,40.02
630230.0,3412130.0,43.8,47.0,18.5,40.02
630330.0,3412130.0,43.8,47.0,18.5,40.02
630430.0,3412130.0,43.8,47.0,18.5,40.02
630530.0,3412130.0,43.8,47.0,18.5,40.02
630630.0,3412130.0,43.8,47.0,18.5,40.02
630730.0,3412130.0,43.8,47.0,18.5,40.02
630830.0,3412130.0,43.8,47.0,18.5,40.02
630930.0,3412130.0,43.8,47.0,18.5,40.02
631030.0,3412130.0,43.8,47.0,18.5,40.02
631130.0,3412130.0,43.8,47.0,18.5,40.02
631230.0,3412130.0,43.8,47.0,18.5,40.02
631330.0,3412130.0,43.8,47.0,18.5,40.02
631430.0,3412130.0,43.8,47.0,18.5,40.02
631530.0,3412130.0,43.8,47.0,18.5,40.02
631630.0,3412130.0,43.8,47.0,18.5,40.02
631730.0,3412130.0,43.8,47.0,18.5,40.02
631830.0,3412130.0,43.8,47.0,18.5,40.02
631930.0,3412130.0,43.8,47.0,18.5,40.02
632030.0,3412130.0,43.8,47.0,18.5,40.02
632130.0,3412130.0,43.8,47.0,18.5,40.02
632230.0,3412130.0,43.8,47.0,18.5,40.02
632330.0,3412130.0,43.8,47.0,18.5,40.02
632430.0,3412130.0,43.8,47.0,18.5,40.02
632530.0,3412130.0,43.8,47.0,18.5,40.02
632630.0,3412130.0,43.8,47.0,18.5,40.02
632730.0,3412130.0,43.8,47.0,18.5,40.02
632830.0,3412130.0,43.8,47.0,18.5,40.02
632930.0,3412130.0,43.8,47.0,18.5,40.02
633030.0,3412130.0,43.8,47.0,18.5,40.02
633130.0,3412130.0,43.8,47.0,18.5,40.02
633230.0,3412130.0,43.8,47.0,18.5,40.02
633330.0,3412130.0,43.8,47.0,18.5,40.02
633430.0,3412130.0,43.8,47.0,18.5,40.02
633530.0,3412130.0,43.8,47.0,18.5,40.02
633630.0,3412130.0,43.8,47.0,18.5,40.02
633730.0,3412130.0,43.8,47.0,18.5,40.02
633830.0,3412130.0,43.8,47.0,18.5,40.02
633930.0,3412130.0,43.8,47.0,18.5,40.02
634030.0,3412130.0,43.8,47.0,18.5,40.02
634130.0,3412130.0,43.8,47.0,18.5,40.02
634230.0,3412130.0,43.8,47.0,18.5,40.02
623730.0,3412030.0,43.8,47.0,18.5,40.02
623830.0,3412030.0,43.8,47.0,18.5,40.02
623930.0,3412030.0,43.8,47.0,18.5,40.02
624030.0,3412030.0,43.8,47.0,18.5,40.02
624130.0,3412030.0,43.8,47.0,18.5,40.02
624230.0,3412030.0,43.8,47.0,18.5,40.02
624330.0,3412030.0,43.8,47.0,18.5,40.02
624430.0,3412030.0,43.8,47.0,18.5,40.02
624530.0,3412030.0,43.8,47.0,18.5,40.02
624630.0,3412030.0,43.8,47.0,18.5,40.02
624730.0,3412030.0,43.8,47.0,18.5,40.02
624830.0,3412030.0,43.8,47.0,18.5,40.02
624930.0,3412030.0,43.8,47.0,18.5,40.02
625030.0,3412030.0,43.8,47.0,18.5,40.02
625130.0,3412030.0,43.8,47.0,18.5,40.02
625230.0,3412030.0,43.8,47.0,18.5,40.02
625330.0,3412030.0,43.8,47.0,18.5,40.02
625430.0,3412030.0,43.8,47.0,18.5,40.02
625530.0,3412030.0,43.8,47.0,18.5,40.02
625630.0,3412030.0,43.8,47.0,18.5,40.02
625730.0,3412030.0,43.8,47.0,18.5,40.02
625830.0,3412030.0,43.8,47.0,18.5,40.02
625930.0,3412030.0,43.8,47.0,18.5,40.02
626030.0,3412030.0,43.8,47.0,18.5,40.02
626130.0,3412030.0,43.8,47.0,18.5,40.02
626230.0,3412030.0,43.8,47.0,18.5,40.02
626330.0,3412030.0,43.8,47.0,18.5,40.02
626430.0,3412030.0,43.8,47.0,18.5,40.02
626530.0,3412030.0,43.8,47.0,18.5,40.02
626630.0,3412030.0,43.8,47.0,18.5,40.02
626730.0,3412030.0,43.8,47.0,18.5,40.02
626830.0,3412030.0,43.8,47.0,18.5,40.02
626930.0,3412030.0,43.8,47.0,18.5,40.02
627030.0,3412030.0,43.8,47.0,18.5,40.02
627130.0,3412030.0,43.8,47.0,18.5,40.02
627230.0,3412030.0,43.8,47.0,18.5,40.02
627330.0,3412030.0,43.8,47.0,18.5,40.02
627430.0,3412030.0,43.8,47.0,18.5,40.02
627530.0,3412030.0,43.8,47.0,18.5,40.02
627630.0,3412030.0,43.8,47.0,18.5,40.02
627730.0,3412030.0,43.8,47.0,18.5,40.02
627830.0,3412030.0,43.8,47.0,18.5,40.02
627930.0,3412030.0,43.8,47.0,18.5,40.02
628030.0,3412030.0,43.8,47.0,18.5,40.02
628130.0,3412030.0,43.8,47.0,18.5,40.02
628230.0,3412030.0,43.8,47.0,18.5,40.02
628330.0,3412030.0,43.8,47.0,18.5,40.02
628430.0,3412030.0,43.8,47.0,18.5,40.02
628530.0,3412030.0,43.8,47.0,18.5,40.02
628630.0,3412030.0,43.8,47.0,18.5,40.02
628730.0,3412030.0,43.8,47.0,18.5,40.02
628830.0,3412030.0,43.8,47.0,18.5,40.02
628930.0,3412030.0,43.8,47.0,18.5,40.02
629030.0,3412030.0,43.8,47.0,18.5,40.02
629130.0,3412030.0,43.8,47.0,18.5,40.02
629230.0,3412030.0,43.8,47.0,18.5,40.02
629330.0,3412030.0,43.8,47.0,18.5,40.02
629430.0,3412030.0,43.8,47.0,18.5,40.02
629530.0,3412030.0,43.8,47.0,18.5,40.02
629630.0,3412030.0,43.8,47.0,18.5,40.02
629730.0,3412030.0,43.8,47.0,18.5,40.02
629830.0,3412030.0,43.8,47.0,18.5,40.02
629930.0,3412030.0,43.8,47.0,18.5,40.02
630030.0,3412030.0,43.8,47.0,18.5,40.02
630130.0,3412030.0,43.8,47.0,18.5,40.02
630230.0,3412030.0,43.8,47.0,18.5,40.02
630330.0,3412030.0,43.8,47.0,18.5,40.02
630430.0,3412030.0,43.8,47.0,18.5,40.02
630530.0,3412030.0,43.8,47.0,18.5,40.02
630630.0,3412030.0,43.8,47.0,18.5,40.02
630730.0,3412030.0,43.8,47.0,18.5,40.02
630830.0,3412030.0,43.8,47.0,18.5,40.02
630930.0,3412030.0,43.8,47.0,18.5,40.02
631030.0,3412030.0,43.8,47.0,18.5,40.02
631130.0,3412030.0,43.8,47.0,18.5,40.02
631230.0,3412030.0,43.8,47.0,18.5,40.02
631330.0,3412030.0,43.8,47.0,18.5,40.02
631430.0,3412030.0,43.8,47.0,18.5,40.02
631530.0,3412030.0,43.8,47.0,18.5,40.02
631630.0,3412030.0,43.8,47.0,18.5,40.02
631730.0,3412030.0,43.8,47.0,18.5,40.02
631830.0,3412030.0,43.8,47.0,18.5,40.02
631930.0,3412030.0,43.8,47.0,18.5,40.02
632030.0,3412030.0,43.8,47.0,18.5,40.02
632130.0,3412030.0,43.8,47.0,18.5,40.02
632230.0,3412030.0,43.8,47.0,18.5,40.02
632330.0,3412030.0,43.8,47.0,18.5,40.02
632430.0,3412030.0,43.8,47.0,18.5,40.02
632530.0,3412030.0,43.8,47.0,18.5,40.02
632630.0,3412030.0,43.8,47.0,18.5,40.02
632730.0,3412030.0,43.8,47.0,18.5,40.02
632830.0,3412030.0,43.8,47.0,18.5,40.02
632930.0,3412030.0,43.8,47.0,18.5,40.02
633030.0,3412030.0,43.8,47.0,18.5,40.02
633130.0,3412030.0,43.8,47.0,18.5,40.02
633230.0,3412030.0,43.8,47.0,18.5,40.02
633330.0,3412030.0,43.8,47.0,18.5,40.02
633430.0,3412030.0,43.8,47.0,18.5,40.02
633530.0,3412030.0,43.8,47.0,18.5,40.02
633630.0,3412030.0,43.8,47.0,18.5,40.02
633730.0,3412030.0,43.8,47.0,18.5,40.02
633830.0,3412030.0,43.8,47.0,18.5,40.02
633930.0,3412030.0,43.8,47.0,18.5,40.02
634030.0,3412030.0,43.8,47.0,18.5,40.02
634130.0,3412030.0,43.8,47.0,18.5,40.02
634230.0,3412030.0,43.8,47.0,18.5,40.02
623630.0,3411930.0,43.8,47.0,18.5,40.02
623730.0,3411930.0,43.8,47.0,18.5,40.02
623830.0,3411930.0,43.8,47.0,18.5,40.02
623930.0,3411930.0,43.8,47.0,18.5,40.02
624030.0,3411930.0,43.8,47.0,18.5,40.02
624130.0,3411930.0,43.8,47.0,18.5,40.02
624230.0,3411930.0,43.8,47.0,18.5,40.02
624330.0,3411930.0,43.8,47.0,18.5,40.02
624430.0,3411930.0,43.8,47.0,18.5,40.02
624530.0,3411930.0,43.8,47.0,18.5,40.02
624630.0,3411930.0,43.8,47.0,18.5,40.02
624730.0,3411930.0,43.8,47.0,18.5,40.02
624830.0,3411930.0,43.8,47.0,18.5,40.02
624930.0,3411930.0,43.8,47.0,18.5,40.02
625030.0,3411930.0,43.8,47.0,18.5,40.02
625130.0,3411930.0,43.8,47.0,18.5,40.02
625230.0,3411930.0,43.8,47.0,18.5,40.02
625330.0,3411930.0,43.8,47.0,18.5,40.02
625430.0,3411930.0,43.8,47.0,18.5,40.02
625530.0,3411930.0,43.8,47.0,18.5,40.02
625630.0,3411930.0,43.8,47.0,18.5,40.02
625730.0,3411930.0,43.8,47.0,18.5,40.02
625830.0,3411930.0,43.8,47.0,18.5,40.02
625930.0,3411930.0,43.8,47.0,18.5,40.02
626030.0,3411930.0,43.8,47.0,18.5,40.02
626130.0,3411930.0,43.8,47.0,18.5,40.02
626230.0,3411930.0,43.8,47.0,18.5,40.02
626330.0,3411930.0,43.8,47.0,18.5,40.02
626430.0,3411930.0,43.8,47.0,18.5,40.02
626530.0,3411930.0,43.8,47.0,18.5,40.02
626630.0,3411930.0,43.8,47.0,18.5,40.02
626730.0,3411930.0,43.8,47.0,18.5,40.02
626830.0,3411930.0,43.8,47.0,18.5,40.02
626930.0,3411930.0,43.8,47.0,18.5,40.02
627030.0,3411930.0,43.8,47.0,18.5,40.02
627130.0,3411930.0,43.8,47.0,18.5,40.02
627230.0,3411930.0,43.8,47.0,18.5,40.02
627330.0,3411930.0,43.8,47.0,18.5,40.02
627430.0,3411930.0,43.8,47.0,18.5,40.02
627530.0,3411930.0,43.8,47.0,18.5,40.02
627630.0,3411930.0,43.8,47.0,18.5,40.02
627730.0,3411930.0,43.8,47.0,18.5,40.02
627830.0,3411930.0,43.8,47.0,18.5,40.02
627930.0,3411930.0,43.8,47.0,18.5,40.02
628030.0,3411930.0,43.8,47.0,18.5,40.02
628130.0,3411930.0,43.8,47.0,18.5,40.02
628230.0,3411930.0,43.8,47.0,18.5,40.02
628330.0,3411930.0,43.8,47.0,18.5,40.02
628430.0,3411930.0,43.8,47.0,18.5,40.02
628530.0,3411930.0,43.8,47.0,18.5,40.02
628630.0,3411930.0,43.8,47.0,18.5,40.02
628730.0,3411930.0,43.8,47.0,18.5,40.02
628830.0,3411930.0,43.8,47.0,18.5,40.02
628930.0,3411930.0,43.8,47.0,18.5,40.02
629030.0,3411930.0,43.8,47.0,18.5,40.02
629130.0,3411930.0,43.8,47.0,18.5,40.02
629230.0,3411930.0,43.8,47.0,18.5,40.02
629330.0,3411930.0,43.8,47.0,18.5,40.02
629430.0,3411930.0,43.8,47.0,18.5,40.02
629530.0,3411930.0,43.8,47.0,18.5,40.02
629630.0,3411930.0,43.8,47.0,18.5,40.02
629730.0,3411930.0,43.8,47.0,18.5,40.02
629830.0,3411930.0,43.8,47.0,18.5,40.02
629930.0,3411930.0,43.8,47.0,18.5,40.02
630030.0,3411930.0,43.8,47.0,18.5,40.02
630130.0,3411930.0,43.8,47.0,18.5,40.02
630230.0,3411930.0,43.8,47.0,18.5,40.02
630330.0,3411930.0,43.8,47.0,18.5,40.02
630430.0,3411930.0,43.8,47.0,18.5,40.02
630530.0,3411930.0,43.8,47.0,18.5,40.02
630630.0,3411930.0,43.8,47.0,18.5,40.02
630730.0,3411930.0,43.8,47.0,18.5,40.02
630830.0,3411930.0,43.8,47.0,18.5,40.02
630930.0,3411930.0,43.8,47.0,18.5,40.02
631030.0,3411930.0,43.8,47.0,18.5,40.02
631130.0,3411930.0,43.8,47.0,18.5,40.02
631230.0,3411930.0,43.8,47.0,18.5,40.02
631330.0,3411930.0,43.8,47.0,18.5,40.02
631430.0,3411930.0,43.8,47.0,18.5,40.02
631530.0,3411930.0,43.8,47.0,18.5,40.02
631630.0,3411930.0,43.8,47.0,18.5,40.02
631730.0,3411930.0,43.8,47.0,18.5,40.02
631830.0,3411930.0,43.8,47.0,18.5,40.02
631930.0,3411930.0,43.8,47.0,18.5,40.02
632030.0,3411930.0,43.8,47.0,18.5,40.02
632130.0,3411930.0,43.8,47.0,18.5,40.02
632230.0,3411930.0,43.8,47.0,18.5,40.02
632330.0,3411930.0,43.8,47.0,18.5,40.02
632430.0,3411930.0,43.8,47.0,18.5,40.02
632530.0,3411930.0,43.8,47.0,18.5,40.02
632630.0,3411930.0,43.8,47.0,18.5,40.02
632730.0,3411930.0,43.8,47.0,18.5,40.02
632830.0,3411930.0,43.8,47.0,18.5,40.02
632930.0,3411930.0,43.8,47.0,18.5,40.02
633030.0,3411930.0,43.8,47.0,18.5,40.02
633130.0,3411930.0,43.8,47.0,18.5,40.02
633230.0,3411930.0,43.8,47.0,18.5,40.02
633330.0,3411930.0,43.8,47.0,18.5,40.02
633430.0,3411930.0,43.8,47.0,18.5,40.02
633530.0,3411930.0,43.8,47.0,18.5,40.02
633630.0,3411930.0,43.8,47.0,18.5,40.02
633730.0,3411930.0,43.8,47.0,18.5,40.02
633830.0,3411930.0,43.8,47.0,18.5,40.02
633930.0,3411930.0,43.8,47.0,18.5,40.02
634030.0,3411930.0,43.8,47.0,18.5,40.02
634130.0,3411930.0,43.8,47.0,18.5,40.02
623530.0,3411830.0,43.8,47.0,18.5,40.02
623630.0,3411830.0,43.8,47.0,18.5,40.02
623730.0,3411830.0,43.8,47.0,18.5,40.02
623830.0,3411830.0,43.8,47.0,18.5,40.02
623930.0,3411830.0,43.8,47.0,18.5,40.02
624030.0,3411830.0,43.8,47.0,18.5,40.02
624130.0,3411830.0,43.8,47.0,18.5,40.02
624230.0,3411830.0,43.8,47.0,18.5,40.02
624330.0,3411830.0,43.8,47.0,18.5,40.02
624430.0,3411830.0,43.8,47.0,18.5,40.02
624530.0,3411830.0,43.8,47.0,18.5,40.02
624630.0,3411830.0,43.8,47.0,18.5,40.02
624730.0,3411830.0,43.8,47.0,18.5,40.02
624830.0,3411830.0,43.8,47.0,18.5,40.02
624930.0,3411830.0,43.8,47.0,18.5,40.02
625030.0,3411830.0,43.8,47.0,18.5,40.02
625130.0,3411830.0,43.8,47.0,18.5,40.02
625230.0,3411830.0,43.8,47.0,18.5,40.02
625330.0,3411830.0,43.8,47.0,18.5,40.02
625430.0,3411830.0,43.8,47.0,18.5,40.02
625530.0,3411830.0,43.8,47.0,18.5,40.02
625630.0,3411830.0,43.8,47.0,18.5,40.02
625730.0,3411830.0,43.8,47.0,18.5,40.02
625830.0,3411830.0,43.8,47.0,18.5,40.02
