system:index,BSI,MNDWI,NBR,NDTI,NDVI,NDWI,date,.geo
20251104T053041_20251104T053035_T43RFQ,0.10365343131693129,-0.3917673196655837,0.031431373368700964,0.12025493221662441,0.27007605429663906,-0.3138272895168972,2025-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251106T053241_20251106T053244_T43RFP,0.13032786420758455,-0.4321972253271276,-0.013949727351923848,0.10012164283914884,0.27232114175987454,-0.33164951119586034,2025-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251106T053241_20251106T053244_T43RFQ,0.10871640012976806,-0.423959776762932,0.015108283104208807,0.10604082096247047,0.29276566830122447,-0.34394015255229826,2025-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251107T054041_20251107T054041_T43RFP,0.14617358435536393,-0.47300317203717074,-0.019504208519371354,0.10262948500965285,0.29544131463257667,-0.3674893989436998,2025-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251107T054041_20251107T054041_T43RFQ,0.11224683474879711,-0.44067874030928794,0.017086609827269388,0.10949840317140935,0.3063250838101287,-0.36025309289419444,2025-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251109T052939_20251109T053056_T43RFP,0.11156062756555761,-0.427222477175701,-0.030148621135865798,0.06818583925653386,0.2803010856286744,-0.3392861680455,2025-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251109T052939_20251109T053056_T43RFQ,0.09018990320757536,-0.42280767642853107,0.006553031458590429,0.0787567406669084,0.30560321393867396,-0.35840149422331957,2025-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251109T054251_20251109T054830_T43RFP,0.1411968003856254,-0.4642164026426942,-0.01873307643027587,0.09020043248092843,0.2935780958738388,-0.3689899465542643,2025-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251109T054251_20251109T054830_T43RFQ,0.10586452662051518,-0.4334566892605688,0.018902799539284566,0.09687187377483712,0.30659187101220914,-0.3646493199210954,2025-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251112T053959_20251112T054504_T43RFP,0.13690090180510053,-0.4772640532007636,-0.04971603843313461,0.06445921769876257,0.29744533412299484,-0.37700046836902545,2025-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251112T053959_20251112T054504_T43RFQ,0.09398403324673411,-0.4298684763844898,-0.005484749512856581,0.07225034887659015,0.3042788830171651,-0.36057667059962745,2025-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251114T053111_20251114T053109_T43RFP,0.11221708302844874,-0.4082029519735207,-0.021719716667958893,0.07937431460202067,0.2631845644850446,-0.3175476611108697,2025-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251114T053111_20251114T053109_T43RFQ,0.08139061013074837,-0.3869538820053976,0.019713759238011736,0.08904185219111004,0.2826841429028207,-0.325350030223373,2025-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251117T054131_20251117T054126_T43RFQ,0.06710915404626717,-0.3298045442362979,0.03881865121540267,0.09546343232657506,0.2553532111877603,-0.2799122514734665,2025-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251119T053029_20251119T053830_T43RFP,0.1045970981933591,-0.4180340684243014,-0.03940590785224456,0.05570584005664636,0.28305420239944723,-0.33147082761036517,2025-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251119T053029_20251119T053830_T43RFQ,0.07059994770169514,-0.38911580185410627,0.009009174068714203,0.06870351967895533,0.3007029494385889,-0.33510247610113697,2025-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251122T054039_20251122T054212_T43RFP,0.19696397201574423,-0.6793540170040718,-0.030912617160873082,0.09039768074364236,0.4316433158366301,-0.5892079267644302,2025-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251122T054039_20251122T054212_T43RFQ,0.04322495108180821,-0.3418296315186861,0.05683981285450184,0.08633210104697192,0.29500909450562257,-0.3165647937344552,2025-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251124T053151_20251124T053150_T43RFP,0.08632025821403055,-0.4124608953186342,0.04406564465553389,0.10395566840426755,0.3206790609518795,-0.35932890909636817,2025-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251124T053151_20251124T053150_T43RFQ,0.052041136972449956,-0.36962374920372737,0.0804596804703818,0.11033993154427303,0.32192453257223874,-0.34456473730440274,2025-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251126T053251_20251126T053911_T43RFP,0.08661350147821524,-0.4558974013366709,0.05119027363921121,0.10196058054812922,0.36456136919481114,-0.4096866005393185,2025-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251126T053251_20251126T053911_T43RFQ,0.03667897537962962,-0.37044130228381905,0.09163653027836259,0.10555757682039475,0.34160603260047123,-0.3592413999165946,2025-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251127T054211_20251127T054451_T43RFP,0.09219524833624453,-0.46017226994881383,0.06282318070065808,0.11830389743816673,0.37282579437102253,-0.4109598217219727,2025-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251127T054211_20251127T054451_T43RFQ,0.04772017790444824,-0.39843199003188773,0.10179513721422133,0.12292393827997694,0.36337585307740705,-0.3807567341705776,2025-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251129T053059_20251129T053502_T43RFP,0.04626378485319801,-0.4417219534937902,0.0772020253913025,0.0968618083904335,0.3972924609240005,-0.4210831513400318,2025-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251129T053059_20251129T053502_T43RFQ,0.027392154953336387,-0.4283884755599339,0.10713946863529827,0.10340980528804666,0.40805960366441574,-0.4290796473902924,2025-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251129T054251_20251129T054708_T43RFQ,0.046863354682265095,-0.4498134238106759,0.12114290512295246,0.123114003234517,0.41742724546433246,-0.4451858706347587,2025-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251202T054109_20251202T054915_T43RFP,0.027111072237534634,-0.429988469412406,0.1320234952012126,0.12479897303307996,0.41991879875567717,-0.43494879300209904,2025-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251202T054109_20251202T054915_T43RFQ,-2.364890900638101E-4,-0.3716877423183309,0.1574966110189433,0.12519786734562852,0.3971949597210693,-0.4022416343516287,2025-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251207T054231_20251207T054229_T43RFP,0.012915861261840514,-0.445790289366903,0.19078028493760982,0.16431481083337315,0.47152323532623347,-0.46647304608062684,2025-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251207T054231_20251207T054229_T43RFQ,-0.0115305144332926,-0.3798589886751953,0.19974146359142864,0.15791469645745895,0.43377192052045044,-0.4186263095854049,2025-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251209T053129_20251209T053610_T43RFP,-0.04643456904071981,-0.34181526796763706,0.20958943295510216,0.1424546153306948,0.4296064214376593,-0.4040378997216701,2025-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251209T053129_20251209T053610_T43RFQ,-0.05303333234759209,-0.3263227243784435,0.2137786015305007,0.13857415883963578,0.42270778711163126,-0.39763235984099193,2025-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251216T053251_20251216T053634_T43RFP,-0.07550063443710803,-0.4060446383523384,0.2987559192774389,0.1928876476688751,0.550396794086406,-0.49685683751580023,2025-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251216T053251_20251216T053634_T43RFQ,-0.07860169370750275,-0.3545701049869384,0.28713802862547777,0.18109713225753762,0.5024825394495774,-0.4523591324472871,2025-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251217T054241_20251217T054244_T43RFQ,-0.12051704813630304,-0.14455372659458435,0.3623809579667838,0.20787566622556736,0.3686726920242395,-0.3127971388524286,2025-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251222T054149_20251222T054715_T43RFQ,-0.13592292013709797,-0.27977944227157187,0.35716528943278725,0.2065918901127922,0.5053797233420417,-0.4316165581134661,2025-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251224T053241_20251224T053242_T43RFP,-0.18403823921162774,-0.38467260301887596,0.4445842755986049,0.2546600777105248,0.6549267233616805,-0.560411372795278,2025-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20251224T053241_20251224T053242_T43RFQ,-0.17135076504860658,-0.33895842353046657,0.4231347715999305,0.2395998461322545,0.598938573080149,-0.5182497288799094,2025-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260105T053251_20260105T053249_T43RFP,-0.24583159595289472,-0.4066799544196888,0.5138711929728486,0.2751600920511263,0.713308148104931,-0.6193394746347053,2026-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260105T053251_20260105T053249_T43RFQ,-0.2164573309121965,-0.34154717604182877,0.4732233994636351,0.25284349110977783,0.6369423776474744,-0.5537732617105376,2026-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260111T054109_20260111T054848_T43RFP,-0.16467726034417599,-0.01787958909545396,0.37911245656480036,0.17990942473427116,0.29070263880617353,-0.23969474680541875,2026-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260118T053049_20260118T053110_T43RFP,-0.2952350115925043,-0.35269697912895764,0.5483282160912476,0.28103364986709833,0.7100193747857597,-0.6114923641076049,2026-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260121T054039_20260121T054402_T43RFP,-0.31497664158070543,-0.4242115754723991,0.5671874197382684,0.29380211275165635,0.7618813534457889,-0.6664511744881908,2026-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260121T054039_20260121T054402_T43RFQ,-0.2738524876577977,-0.3951045513333285,0.5126118239645988,0.26418028770803503,0.7043156550772259,-0.6221187392611466,2026-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260128T052959_20260128T053506_T43RFQ,-0.24422148980815636,-0.09398699568123457,0.5067513388557845,0.24366751654989502,0.4707788840918753,-0.3951612798129631,2026-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260205T054021_20260205T054022_T43RFP,-0.3363952507440871,-0.3615631532908014,0.6111184819993714,0.32502882707993214,0.7402907797957181,-0.6499103241317367,2026-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260205T054021_20260205T054022_T43RFQ,-0.30764327966296967,-0.3691642933137323,0.5718512552366111,0.30513696548334535,0.71325413630367,-0.6330078247976222,2026-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260207T052909_20260207T053832_T43RFP,-0.30874496845004734,-0.4140779292231911,0.5638537886739096,0.2856550441995549,0.7411241844522637,-0.6610359914696787,2026-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260207T052909_20260207T053832_T43RFQ,-0.282070162554413,-0.38444446518029324,0.5261385995005325,0.2633404869864941,0.6966345191458956,-0.6252822031452752,2026-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260212T052941_20260212T053543_T43RFP,-0.33013042223330696,-0.4153277307948082,0.5879013071844483,0.3075792159536029,0.7521770010008216,-0.6724090629618036,2026-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260212T052941_20260212T053543_T43RFQ,-0.29977378716804476,-0.4383122445873573,0.5476024791800131,0.28844492997696974,0.7291905909346984,-0.6644460747236023,2026-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260215T053921_20260215T054821_T43RFP,-0.3250303641206308,-0.4560172757289434,0.5828651259382022,0.30672879247725804,0.7630145010668264,-0.6931635030965448,2026-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260215T053921_20260215T054821_T43RFQ,-0.2959954406133943,-0.40999694376239987,0.5457374768140512,0.28433227300823377,0.7116303492090301,-0.6496006222081272,2026-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260217T052809_20260217T053212_T43RFP,,,,,,,2026-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260220T053749_20260220T054822_T43RFP,-0.34435066582540014,-0.47076912184953246,0.5808655712476755,0.298336263211442,0.775539218085072,-0.7061844353563269,2026-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260220T053749_20260220T054822_T43RFQ,-0.3123634571585782,-0.40181083803563133,0.5429765162261718,0.27355180877365076,0.7144626636805426,-0.6513794413103389,2026-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260222T052831_20260222T053952_T43RFP,-0.3370169236058642,-0.45015951416549255,0.5901426307309761,0.3089874351290231,0.7608896277627949,-0.6962486992962494,2026-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260222T052831_20260222T053952_T43RFQ,-0.30228043199879917,-0.4247950755779629,0.549661351014066,0.28721885793535995,0.7166553514555871,-0.6624197759994687,2026-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260225T053811_20260225T054929_T43RFP,-0.35418189039277953,-0.503728102920084,0.6008326118818804,0.31307974670919664,0.7886629907845765,-0.7327660766189992,2026-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260225T053811_20260225T054929_T43RFQ,-0.3171332452499375,-0.4389137576157349,0.5619412530628877,0.2903949422370737,0.7298190473729673,-0.6800642432211246,2026-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260227T052659_20260227T053334_T43RFP,-0.3329376886347455,-0.41913319387517467,0.5698038479465252,0.26912804045730016,0.7392746991198167,-0.6816607531247771,2026-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260227T052659_20260227T053334_T43RFQ,-0.3028714972023261,-0.3748383485657147,0.5336405989272489,0.24769805259486014,0.6905758758466546,-0.6389595151466597,2026-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T053639_20260302T054719_T43RFP,-0.353304437228474,-0.4873870192678169,0.580160044220749,0.2859055675846187,0.7757831460780215,-0.7205520541692352,2026-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T053639_20260302T054719_T43RFQ,-0.32201281244885094,-0.4022074273042167,0.5454429947989629,0.2620240118823499,0.7143227607422888,-0.6611466920760758,2026-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T052721_20260304T053709_T43RFP,-0.3173133623558115,-0.4290837864805771,0.567035216344939,0.2875211945712002,0.7362831770716631,-0.6761755698582438,2026-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T052721_20260304T053709_T43RFQ,-0.2877860360734134,-0.3990653953521283,0.532462567382643,0.2680033069216737,0.6938002809592333,-0.6415636919008295,2026-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T053251_20260306T053952_T43RFP,-0.2915745682154715,-0.3119285937032413,0.5502996947804744,0.27151708681732695,0.6657162678857936,-0.59925749393582,2026-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T053251_20260306T053952_T43RFQ,-0.26653690654749673,-0.31030603389921596,0.51577912649521,0.2547847126428097,0.6371045675102783,-0.5789727252580626,2026-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T053701_20260307T054857_T43RFP,-0.2651616197188199,-0.24351284184737212,0.556668317842033,0.2852434605416815,0.6081171978808554,-0.5466418049391679,2026-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T053701_20260307T054857_T43RFQ,-0.24212839649953785,-0.17781328547192368,0.5204413365682921,0.262007243114499,0.5397738067997642,-0.47783885830404954,2026-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260316T053251_20260316T053954_T43RFP,-0.19432161822059604,-0.3082242594735876,0.44477530090645495,0.213402182521964,0.5723239882452595,-0.5273594973514091,2026-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260322T053639_20260322T054133_T43RFP,-0.21965036781075065,-0.4864353249668052,0.47669663427678993,0.25323414225736923,0.7104837596550916,-0.6584375367111238,2026-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260405T053251_20260405T053954_T43RFP,0.04067713748020311,-0.37617068972477863,0.19211431639142112,0.1648161351196624,0.33883520292747166,-0.40000024961435965,2026-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260405T053251_20260405T053954_T43RFQ,0.034925953557683805,-0.4239086057086036,0.2090867415378664,0.17222966917211663,0.38989257483891276,-0.4528044470428658,2026-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260406T053641_20260406T054834_T43RFP,0.04758289415491211,-0.39529936722234194,0.19299997123119866,0.17369961366203196,0.34535378902545866,-0.41201314271742906,2026-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260406T053641_20260406T054834_T43RFQ,0.039401819047939726,-0.4296208233735808,0.20139268117853235,0.17604615565687842,0.3860586130737697,-0.4496699330922479,2026-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260411T053639_20260411T054327_T43RFQ,0.0721478735352906,-0.426267895217671,0.1368279838715955,0.1475678193939498,0.32853620033431474,-0.4148540968621502,2026-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260413T053021_20260413T053935_T43RFP,0.0759408930439845,-0.4234921503243538,0.13868861699440876,0.1502874754080129,0.3153141632765296,-0.41145572760623117,2026-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260418T052639_20260418T053640_T43RFP,0.1214762980256595,-0.4418143416459068,0.06299937531028477,0.12783088956256564,0.2681760002889121,-0.38404173655865864,2026-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260418T052639_20260418T053640_T43RFQ,0.11511613483871844,-0.4697181437834356,0.08383935445699406,0.13435384152241728,0.30293646544502495,-0.4219438713206779,2026-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260421T053639_20260421T054621_T43RFP,0.12436883638130095,-0.4461168770851654,0.061280033115951794,0.1293500293925091,0.2645889475686588,-0.3862138510053314,2026-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260421T053639_20260421T054621_T43RFQ,0.11137072679804619,-0.4490612775058572,0.07510592200206183,0.1315095077801583,0.2847560386556235,-0.3993220638861958,2026-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260423T053021_20260423T053343_T43RFP,0.1398156294010681,-0.4389802210830524,0.05939565224116459,0.14149550179966078,0.2451189602838514,-0.36639512032110366,2026-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260423T053021_20260423T053343_T43RFQ,0.13207297336929502,-0.4551957230890677,0.07744829965242264,0.14713256061265992,0.27202507603583753,-0.39277512410700255,2026-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260425T053241_20260425T053950_T43RFP,0.14904495436670068,-0.4562288789172595,0.06047169321584886,0.1384938439583905,0.2513197719455645,-0.38275346613290656,2026-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260426T053641_20260426T055014_T43RFP,0.13228250217531132,-0.44494895788975214,0.0669134492441097,0.1389571857210069,0.2563155655730299,-0.37873054193005146,2026-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260426T053641_20260426T055014_T43RFQ,0.12202591549440801,-0.44783432721414707,0.07831080078496216,0.14210445991650114,0.2728418295426332,-0.3897885480618756,2026-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260501T053639_20260501T054753_T43RFP,0.1305486772519666,-0.44241569589789326,0.030620134716465595,0.11498245450780914,0.25014844289847676,-0.36425068305319835,2026-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260501T053639_20260501T054753_T43RFQ,0.12177166739500261,-0.4457145589857035,0.04097175853887616,0.11644246393525709,0.2661847234495765,-0.37617367610740593,2026-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260506T053641_20260506T055010_T43RFP,0.13276520747913073,-0.42620720499075027,0.005488005759988668,0.10702707332925215,0.24552426222468632,-0.3329052659006228,2026-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260506T053641_20260506T055010_T43RFQ,0.12171447467754949,-0.42259337998886365,0.01845021625280867,0.1092132409899379,0.2574462651481217,-0.33988824431400305,2026-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260508T052639_20260508T053517_T43RFP,0.07573440490027482,-0.28117925579710457,-0.011845236201872354,0.07469987659954051,0.16713089128639103,-0.2003637799219201,2026-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260511T053639_20260511T054811_T43RFP,0.08658235638226783,-0.3000525886965662,-0.04399126911491482,0.06635806010084014,0.16990394989158847,-0.1977384722730155,2026-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260513T052651_20260513T053456_T43RFP,0.12244702102137979,-0.3899256063491368,-0.02875675170384142,0.08506033969458421,0.22634740651748758,-0.28661433356168303,2026-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260513T052651_20260513T053456_T43RFQ,0.13660922347255305,-0.4434697876637799,-0.011757537176129635,0.09405726831123072,0.265961821909612,-0.3468386665530879,2026-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260515T053241_20260515T053948_T43RFP,0.13795513368987722,-0.4410762720452111,-0.04714657799059247,0.07244140057831787,0.25571872139568225,-0.32844511746424127,2026-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260515T053241_20260515T053948_T43RFQ,0.14178182010638452,-0.4675637170550181,-0.03020008509745166,0.08026515544057534,0.27799970925200673,-0.358536230880984,2026-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260516T053641_20260516T054853_T43RFP,0.14210726831201537,-0.4486675913974375,-0.04334793303792118,0.07930019986787294,0.2596930434674312,-0.3337138777303759,2026-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260516T053641_20260516T054853_T43RFQ,0.1338757089610528,-0.43922427509645634,-0.032730449656318876,0.07935457482836278,0.2621445700589849,-0.3352524446855982,2026-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260518T052639_20260518T053502_T43RFP,0.12266357754428237,-0.4209080201534304,-0.05253482263299088,0.05260344593709193,0.25386239444112646,-0.32032779000062944,2026-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260518T052639_20260518T053502_T43RFQ,0.1238862524309547,-0.43726349313069823,-0.04007790133398771,0.058174878893172466,0.2683700041529926,-0.3421592428890803,2026-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260518T054251_20260518T054247_T43RFQ,0.12197841903120119,-0.4287394283328737,-0.013686959615319657,0.07810326705253048,0.2694277473361007,-0.3425742569036979,2026-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260518T054251_20260518T055032_T43RFP,0.13543266128966372,-0.4366864339502805,-0.034890254146720895,0.07318582953013801,0.259148394048988,-0.33397324439176923,2026-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260518T054251_20260518T055032_T43RFQ,0.13104608691030262,-0.43547488556405584,-0.025562240374213497,0.07499937033285846,0.2646106460027655,-0.3406527477892616,2026-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260521T053639_20260521T054726_T43RFP,0.11451450712864805,-0.36529082852217226,-0.05380758122709799,0.05039677410581848,0.21351098863332504,-0.26808561852983126,2026-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260521T053639_20260521T054726_T43RFQ,0.1345126548030794,-0.42669696558335873,-0.038961548187185,0.06057898654466602,0.2519822404457661,-0.33321148067396206,2026-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260523T052641_20260523T053635_T43RFQ,0.13703961100763798,-0.46782775060762394,7.315277262631473E-4,0.08570174477667292,0.28628871632274283,-0.3791365428145706,2026-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260526T053641_20260526T054854_T43RFP,0.11372068342139022,-0.41550138757287824,-0.014814165706408883,0.0732529611368068,0.26642712668233204,-0.3311310190857938,2026-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260526T053641_20260526T054854_T43RFQ,0.11643768149582702,-0.419856507569817,-0.010967484942278779,0.07428711328534136,0.26953162005145825,-0.33934254823029997,2026-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
