longitude,latitude,class_code,season
76.32737932460442,30.712276669941293,3,Kharif_2025
76.32782848224647,30.712276669941293,3,Kharif_2025
76.32827763988854,30.712276669941293,3,Kharif_2025
76.3264810093203,30.712725827583352,3,Kharif_2025
76.32693016696236,30.712725827583352,3,Kharif_2025
76.32737932460442,30.712725827583352,3,Kharif_2025
76.32782848224647,30.712725827583352,3,Kharif_2025
76.32827763988854,30.712725827583352,3,Kharif_2025
76.32872679753059,30.712725827583352,3,Kharif_2025
76.32917595517266,30.712725827583352,3,Kharif_2025
76.32603185167824,30.71317498522541,3,Kharif_2025
76.3264810093203,30.71317498522541,4,Kharif_2025
76.32693016696236,30.71317498522541,3,Kharif_2025
76.32737932460442,30.71317498522541,3,Kharif_2025
76.32782848224647,30.71317498522541,3,Kharif_2025
76.32827763988854,30.71317498522541,3,Kharif_2025
76.32872679753059,30.71317498522541,3,Kharif_2025
76.32917595517266,30.71317498522541,3,Kharif_2025
76.32962511281471,30.71317498522541,3,Kharif_2025
76.32603185167824,30.71362414286747,3,Kharif_2025
76.3264810093203,30.71362414286747,3,Kharif_2025
76.32693016696236,30.71362414286747,3,Kharif_2025
76.32737932460442,30.71362414286747,3,Kharif_2025
76.32782848224647,30.71362414286747,3,Kharif_2025
76.32827763988854,30.71362414286747,3,Kharif_2025
76.32872679753059,30.71362414286747,3,Kharif_2025
76.32917595517266,30.71362414286747,3,Kharif_2025
76.32962511281471,30.71362414286747,3,Kharif_2025
76.33007427045678,30.71362414286747,3,Kharif_2025
76.29144671323964,30.714073300509533,3,Kharif_2025
76.32558269403617,30.714073300509533,3,Kharif_2025
76.32603185167824,30.714073300509533,3,Kharif_2025
76.3264810093203,30.714073300509533,3,Kharif_2025
76.32693016696236,30.714073300509533,3,Kharif_2025
76.32737932460442,30.714073300509533,3,Kharif_2025
76.32782848224647,30.714073300509533,3,Kharif_2025
76.32827763988854,30.714073300509533,3,Kharif_2025
76.32872679753059,30.714073300509533,3,Kharif_2025
76.32917595517266,30.714073300509533,3,Kharif_2025
76.32962511281471,30.714073300509533,3,Kharif_2025
76.33007427045678,30.714073300509533,3,Kharif_2025
76.29099755559757,30.714522458151592,3,Kharif_2025
76.29144671323964,30.714522458151592,3,Kharif_2025
76.29189587088169,30.714522458151592,3,Kharif_2025
76.32513353639412,30.714522458151592,3,Kharif_2025
76.32558269403617,30.714522458151592,3,Kharif_2025
76.32603185167824,30.714522458151592,3,Kharif_2025
76.3264810093203,30.714522458151592,3,Kharif_2025
76.32693016696236,30.714522458151592,3,Kharif_2025
76.32737932460442,30.714522458151592,3,Kharif_2025
76.32782848224647,30.714522458151592,3,Kharif_2025
76.32827763988854,30.714522458151592,3,Kharif_2025
76.32872679753059,30.714522458151592,3,Kharif_2025
76.32917595517266,30.714522458151592,3,Kharif_2025
76.32962511281471,30.714522458151592,3,Kharif_2025
76.33007427045678,30.714522458151592,3,Kharif_2025
76.29054839795552,30.71497161579365,3,Kharif_2025
76.29099755559757,30.71497161579365,3,Kharif_2025
76.29144671323964,30.71497161579365,3,Kharif_2025
76.29189587088169,30.71497161579365,3,Kharif_2025
76.29234502852375,30.71497161579365,3,Kharif_2025
76.29279418616582,30.71497161579365,3,Kharif_2025
76.32513353639412,30.71497161579365,3,Kharif_2025
76.32558269403617,30.71497161579365,3,Kharif_2025
76.32603185167824,30.71497161579365,3,Kharif_2025
76.3264810093203,30.71497161579365,3,Kharif_2025
76.32693016696236,30.71497161579365,3,Kharif_2025
76.32737932460442,30.71497161579365,3,Kharif_2025
76.32782848224647,30.71497161579365,3,Kharif_2025
76.32827763988854,30.71497161579365,3,Kharif_2025
76.32872679753059,30.71497161579365,3,Kharif_2025
76.32917595517266,30.71497161579365,3,Kharif_2025
76.32962511281471,30.71497161579365,3,Kharif_2025
76.34265068443445,30.71497161579365,3,Kharif_2025
76.34309984207651,30.71497161579365,3,Kharif_2025
76.29009924031345,30.71542077343571,3,Kharif_2025
76.29054839795552,30.71542077343571,3,Kharif_2025
76.29099755559757,30.71542077343571,3,Kharif_2025
76.29144671323964,30.71542077343571,3,Kharif_2025
76.29189587088169,30.71542077343571,3,Kharif_2025
76.29234502852375,30.71542077343571,3,Kharif_2025
76.29279418616582,30.71542077343571,3,Kharif_2025
76.29324334380787,30.71542077343571,3,Kharif_2025
76.29369250144994,30.71542077343571,3,Kharif_2025
76.32468437875205,30.71542077343571,3,Kharif_2025
76.32513353639412,30.71542077343571,3,Kharif_2025
76.32558269403617,30.71542077343571,3,Kharif_2025
76.32603185167824,30.71542077343571,3,Kharif_2025
76.3264810093203,30.71542077343571,3,Kharif_2025
76.32693016696236,30.71542077343571,3,Kharif_2025
76.32737932460442,30.71542077343571,3,Kharif_2025
76.32782848224647,30.71542077343571,3,Kharif_2025
76.32827763988854,30.71542077343571,3,Kharif_2025
76.32872679753059,30.71542077343571,3,Kharif_2025
76.32917595517266,30.71542077343571,3,Kharif_2025
76.32962511281471,30.71542077343571,3,Kharif_2025
76.33007427045678,30.71542077343571,3,Kharif_2025
76.34175236915033,30.71542077343571,4,Kharif_2025
76.3422015267924,30.71542077343571,3,Kharif_2025
76.34265068443445,30.71542077343571,3,Kharif_2025
76.34309984207651,30.71542077343571,3,Kharif_2025
76.34354899971856,30.71542077343571,3,Kharif_2025
76.2896500826714,30.71586993107777,3,Kharif_2025
76.29009924031345,30.71586993107777,3,Kharif_2025
76.29054839795552,30.71586993107777,3,Kharif_2025
76.29099755559757,30.71586993107777,3,Kharif_2025
76.29144671323964,30.71586993107777,3,Kharif_2025
76.29189587088169,30.71586993107777,3,Kharif_2025
76.29234502852375,30.71586993107777,3,Kharif_2025
76.29279418616582,30.71586993107777,3,Kharif_2025
76.29324334380787,30.71586993107777,3,Kharif_2025
76.29369250144994,30.71586993107777,3,Kharif_2025
76.29414165909199,30.71586993107777,3,Kharif_2025
76.29459081673406,30.71586993107777,3,Kharif_2025
76.32423522111,30.71586993107777,4,Kharif_2025
76.32468437875205,30.71586993107777,3,Kharif_2025
76.32513353639412,30.71586993107777,3,Kharif_2025
76.32558269403617,30.71586993107777,3,Kharif_2025
76.32603185167824,30.71586993107777,3,Kharif_2025
76.3264810093203,30.71586993107777,3,Kharif_2025
76.32693016696236,30.71586993107777,3,Kharif_2025
76.32737932460442,30.71586993107777,3,Kharif_2025
76.32782848224647,30.71586993107777,3,Kharif_2025
76.32827763988854,30.71586993107777,3,Kharif_2025
76.32872679753059,30.71586993107777,3,Kharif_2025
76.32917595517266,30.71586993107777,3,Kharif_2025
76.32962511281471,30.71586993107777,3,Kharif_2025
76.34085405386621,30.71586993107777,3,Kharif_2025
76.34130321150828,30.71586993107777,3,Kharif_2025
76.34175236915033,30.71586993107777,3,Kharif_2025
76.3422015267924,30.71586993107777,3,Kharif_2025
76.34265068443445,30.71586993107777,3,Kharif_2025
76.34309984207651,30.71586993107777,3,Kharif_2025
76.34354899971856,30.71586993107777,3,Kharif_2025
76.34399815736063,30.71586993107777,3,Kharif_2025
76.34444731500268,30.71586993107777,3,Kharif_2025
76.28920092502933,30.71631908871983,3,Kharif_2025
76.2896500826714,30.71631908871983,3,Kharif_2025
76.29009924031345,30.71631908871983,3,Kharif_2025
76.29054839795552,30.71631908871983,3,Kharif_2025
76.29099755559757,30.71631908871983,3,Kharif_2025
76.29144671323964,30.71631908871983,3,Kharif_2025
76.29189587088169,30.71631908871983,3,Kharif_2025
76.29234502852375,30.71631908871983,3,Kharif_2025
76.29279418616582,30.71631908871983,3,Kharif_2025
76.29324334380787,30.71631908871983,3,Kharif_2025
76.29369250144994,30.71631908871983,3,Kharif_2025
76.29414165909199,30.71631908871983,3,Kharif_2025
76.29459081673406,30.71631908871983,3,Kharif_2025
76.29503997437611,30.71631908871983,3,Kharif_2025
76.29548913201818,30.71631908871983,3,Kharif_2025
76.2986332355126,30.71631908871983,3,Kharif_2025
76.32378606346794,30.71631908871983,4,Kharif_2025
76.32423522111,30.71631908871983,3,Kharif_2025
76.32468437875205,30.71631908871983,3,Kharif_2025
76.32513353639412,30.71631908871983,3,Kharif_2025
76.32558269403617,30.71631908871983,3,Kharif_2025
76.32603185167824,30.71631908871983,4,Kharif_2025
76.3264810093203,30.71631908871983,3,Kharif_2025
76.32693016696236,30.71631908871983,3,Kharif_2025
76.32737932460442,30.71631908871983,3,Kharif_2025
76.32782848224647,30.71631908871983,3,Kharif_2025
76.32827763988854,30.71631908871983,3,Kharif_2025
76.32872679753059,30.71631908871983,3,Kharif_2025
76.32917595517266,30.71631908871983,3,Kharif_2025
76.32962511281471,30.71631908871983,3,Kharif_2025
76.33007427045678,30.71631908871983,3,Kharif_2025
76.34040489622414,30.71631908871983,3,Kharif_2025
76.34085405386621,30.71631908871983,3,Kharif_2025
76.34130321150828,30.71631908871983,3,Kharif_2025
76.34175236915033,30.71631908871983,3,Kharif_2025
76.3422015267924,30.71631908871983,4,Kharif_2025
76.34265068443445,30.71631908871983,4,Kharif_2025
76.34309984207651,30.71631908871983,4,Kharif_2025
76.34354899971856,30.71631908871983,4,Kharif_2025
76.34399815736063,30.71631908871983,3,Kharif_2025
76.34444731500268,30.71631908871983,3,Kharif_2025
76.34489647264475,30.71631908871983,3,Kharif_2025
76.28875176738728,30.71676824636189,3,Kharif_2025
76.28920092502933,30.71676824636189,3,Kharif_2025
76.2896500826714,30.71676824636189,3,Kharif_2025
76.29009924031345,30.71676824636189,3,Kharif_2025
76.29054839795552,30.71676824636189,3,Kharif_2025
76.29099755559757,30.71676824636189,3,Kharif_2025
76.29144671323964,30.71676824636189,4,Kharif_2025
76.29189587088169,30.71676824636189,4,Kharif_2025
76.29234502852375,30.71676824636189,3,Kharif_2025
76.29279418616582,30.71676824636189,3,Kharif_2025
76.29324334380787,30.71676824636189,3,Kharif_2025
76.29369250144994,30.71676824636189,3,Kharif_2025
76.29414165909199,30.71676824636189,3,Kharif_2025
76.29459081673406,30.71676824636189,3,Kharif_2025
76.29503997437611,30.71676824636189,3,Kharif_2025
76.29548913201818,30.71676824636189,3,Kharif_2025
76.29593828966023,30.71676824636189,3,Kharif_2025
76.2963874473023,30.71676824636189,3,Kharif_2025
76.29818407787053,30.71676824636189,3,Kharif_2025
76.2986332355126,30.71676824636189,3,Kharif_2025
76.29908239315465,30.71676824636189,3,Kharif_2025
76.29953155079671,30.71676824636189,3,Kharif_2025
76.29998070843877,30.71676824636189,3,Kharif_2025
76.30042986608083,30.71676824636189,3,Kharif_2025
76.30087902372289,30.71676824636189,3,Kharif_2025
76.30132818136495,30.71676824636189,3,Kharif_2025
76.32378606346794,30.71676824636189,3,Kharif_2025
76.32423522111,30.71676824636189,3,Kharif_2025
76.32468437875205,30.71676824636189,3,Kharif_2025
76.32513353639412,30.71676824636189,3,Kharif_2025
76.32558269403617,30.71676824636189,3,Kharif_2025
76.32603185167824,30.71676824636189,3,Kharif_2025
76.3264810093203,30.71676824636189,3,Kharif_2025
76.32693016696236,30.71676824636189,3,Kharif_2025
76.32737932460442,30.71676824636189,3,Kharif_2025
76.32782848224647,30.71676824636189,3,Kharif_2025
76.32827763988854,30.71676824636189,3,Kharif_2025
76.32872679753059,30.71676824636189,3,Kharif_2025
76.32917595517266,30.71676824636189,3,Kharif_2025
76.32962511281471,30.71676824636189,3,Kharif_2025
76.33007427045678,30.71676824636189,3,Kharif_2025
76.33995573858209,30.71676824636189,3,Kharif_2025
76.34040489622414,30.71676824636189,3,Kharif_2025
76.34085405386621,30.71676824636189,3,Kharif_2025
76.34130321150828,30.71676824636189,3,Kharif_2025
76.34175236915033,30.71676824636189,3,Kharif_2025
76.3422015267924,30.71676824636189,4,Kharif_2025
76.34265068443445,30.71676824636189,4,Kharif_2025
76.34309984207651,30.71676824636189,4,Kharif_2025
76.34354899971856,30.71676824636189,3,Kharif_2025
76.34399815736063,30.71676824636189,4,Kharif_2025
76.34444731500268,30.71676824636189,3,Kharif_2025
76.34489647264475,30.71676824636189,3,Kharif_2025
76.3453456302868,30.71676824636189,3,Kharif_2025
76.28830260974522,30.71721740400395,3,Kharif_2025
76.28875176738728,30.71721740400395,3,Kharif_2025
76.28920092502933,30.71721740400395,3,Kharif_2025
76.2896500826714,30.71721740400395,3,Kharif_2025
76.29009924031345,30.71721740400395,3,Kharif_2025
76.29054839795552,30.71721740400395,3,Kharif_2025
76.29099755559757,30.71721740400395,3,Kharif_2025
76.29144671323964,30.71721740400395,3,Kharif_2025
76.29189587088169,30.71721740400395,3,Kharif_2025
76.29234502852375,30.71721740400395,3,Kharif_2025
76.29279418616582,30.71721740400395,3,Kharif_2025
76.29324334380787,30.71721740400395,3,Kharif_2025
76.29369250144994,30.71721740400395,3,Kharif_2025
76.29414165909199,30.71721740400395,3,Kharif_2025
76.29459081673406,30.71721740400395,3,Kharif_2025
76.29503997437611,30.71721740400395,3,Kharif_2025
76.29548913201818,30.71721740400395,3,Kharif_2025
76.29593828966023,30.71721740400395,3,Kharif_2025
76.2963874473023,30.71721740400395,3,Kharif_2025
76.29683660494435,30.71721740400395,3,Kharif_2025
76.29728576258641,30.71721740400395,3,Kharif_2025
76.29773492022848,30.71721740400395,3,Kharif_2025
76.29818407787053,30.71721740400395,3,Kharif_2025
76.2986332355126,30.71721740400395,3,Kharif_2025
76.29908239315465,30.71721740400395,3,Kharif_2025
76.29953155079671,30.71721740400395,3,Kharif_2025
76.29998070843877,30.71721740400395,3,Kharif_2025
76.30042986608083,30.71721740400395,3,Kharif_2025
76.30087902372289,30.71721740400395,3,Kharif_2025
76.30132818136495,30.71721740400395,4,Kharif_2025
76.301777339007,30.71721740400395,4,Kharif_2025
76.30222649664907,30.71721740400395,3,Kharif_2025
76.30267565429114,30.71721740400395,3,Kharif_2025
76.32333690582588,30.71721740400395,3,Kharif_2025
76.32378606346794,30.71721740400395,3,Kharif_2025
76.32423522111,30.71721740400395,3,Kharif_2025
76.32468437875205,30.71721740400395,3,Kharif_2025
76.32513353639412,30.71721740400395,3,Kharif_2025
76.32558269403617,30.71721740400395,3,Kharif_2025
76.32603185167824,30.71721740400395,3,Kharif_2025
76.3264810093203,30.71721740400395,3,Kharif_2025
76.32693016696236,30.71721740400395,4,Kharif_2025
76.32737932460442,30.71721740400395,3,Kharif_2025
76.32782848224647,30.71721740400395,3,Kharif_2025
