point_id,longitude,latitude,original_class,original_name,original_landuse,rabi_max,rabi_mean,spring_max,spring_mean,kharif_max,kharif_mean,kharif_early_max,kharif_early_mean,annual_mean,annual_std,annual_min,n_observations,class_rabi_2025_26,class_kharif_2025
76.35342_30.774147,76.35342030902784,30.77414749326948,2,Maize_Tall,maize,0.90144926,0.8428580776923078,0.2327044,0.1716541411111111,0.93751466,0.823539848,0.79964644,0.53417905,0.4480816447039999,0.3187214447958377,0.052854124,125,Wheat,Kharif_Maize
76.355406_30.789104,76.35540637507012,30.78910379695007,4,Others,mustard,0.7221733,0.6360972476923077,0.5855558,0.4037994377777777,0.8789791,0.7344539059999999,0.5690184,0.38799812,0.5012150719603174,0.1921157297836576,0.043440487,126,Wheat,Kharif_Maize
76.356287_30.859198,76.35628685281,30.85919755805346,1,Wheat,wheat,0.884058,0.8209155415384616,0.25432527,0.20521659222222224,0.8592701,0.6445369929999999,0.7722034,0.7722034,0.4273521676768,0.2955032615313044,0.0063202246,125,Wheat,Kharif_Maize
76.35962_30.791496,76.35962027132847,30.791495688144888,1,Wheat,wheat,0.90918106,0.8479041423076923,0.2934376,0.1910323316666667,0.9064546,0.7484526199999999,0.51719487,0.2745594715,0.40406165479527556,0.2714564209122714,0.031924073,127,Wheat,Kharif_Maize
76.359729_30.784367,76.35972896233446,30.784366928795496,1,Wheat,wheat,0.55689913,0.4762685892307692,0.15827613,0.13378175822222219,0.5025022,0.411919841,0.31743667,0.31743667,0.28413127078571426,0.17114070720158223,0.04807386,126,Wheat,Other
76.361675_30.840826,76.36167469580474,30.84082589699215,4,Others,horticulture( guava+mango+Spota),0.77451557,0.702007656923077,0.8442623,0.6701822366666668,0.78695655,0.640141936,0.79499096,0.79499096,0.6620479735905513,0.11098307466591997,0.054144386,127,Spring_Maize,Kharif_Maize
76.362287_30.743379,76.36228650580743,30.743378700929384,4,Others,marigold,0.8665452,0.7944105415384615,0.3233831,0.25012066555555557,0.770239,0.4898915111111111,0.8132248,0.75850842,0.4771548097560976,0.23530076776658104,0.05776294,123,Wheat,Kharif_Maize
76.362823_30.85552,76.36282349321411,30.85552002799876,4,Others,banana,0.54977804,0.4866378869230769,0.72876215,0.5477582111111111,0.80304927,0.6384806789999999,0.77399206,0.77399206,0.5658226556129031,0.10534636155423625,0.051108096,124,Spring_Maize,Kharif_Maize
76.362831_30.841265,76.36283108048643,30.841264844101147,4,Others,barseem,0.7755819,0.7052575661538462,0.7891804,0.5405116533333333,0.7373188,0.642819911111111,0.8562268,0.851665525,0.6143871204724409,0.1848577429782938,0.04247991,127,Spring_Maize,Kharif_Maize
76.362832_30.848753,76.36283237849845,30.848753274858748,4,Others,fodder +nappier,0.5154717,0.39673658615384616,0.4796163,0.3041066233333333,0.74568623,0.6487860400000001,0.8316871,0.82728103,0.46770830708661426,0.16821628487291856,0.05479452,127,Other,Kharif_Maize
76.362852_30.776124,76.36285224334434,30.77612383261206,2,Maize_Tall,maize,0.3692156,0.2742402369230769,1.0,0.8572049222222222,0.83532,0.391998812,0.84391606,0.664897515,0.487195498208,0.295297084675942,0.03518931,125,Spring_Maize,Kharif_Maize
76.365607_30.860092,76.36560731235593,30.86009201635037,1,Wheat,wheat,0.87283474,0.7811475538461538,0.80292493,0.5659998555555555,0.8418688,0.79719916375,0.7113613,0.62881497,0.6245819657868853,0.1380335196773739,0.071858406,122,Other,Kharif_Maize
76.366576_30.76607,76.36657632271489,30.76606986796752,1,Wheat,wheat,0.89667434,0.8420744984615385,0.23599584,0.1766242288888889,0.9041028,0.7426443311111111,0.8032878,0.475217475,0.4377456561382115,0.3185396912255686,0.059758205,123,Wheat,Kharif_Maize
76.366583_30.803512,76.36658333019827,30.80351231681864,4,Others,cucumber,0.6469821,0.5660060923076924,0.49758142,0.40363062777777775,0.81253237,0.7491687666666667,0.7283177,0.6547598649999999,0.5160304956587302,0.2181964841194617,0.050660793,126,Wheat,Kharif_Maize
76.368177_30.856907,76.36817665217716,30.856907118857684,3,Agroforestry,poplar+sugarcane (small),0.5276345,0.4698587753846154,0.5411036,0.43330072,0.7765043,0.7086615255555555,0.8194308,0.8194308,0.5250220938455283,0.1895672806455497,0.044054583,123,Other,Kharif_Maize
76.373973_30.749842,76.37397290028238,30.749841766549267,2,Maize_Tall,maize,0.9099591,0.855683243846154,0.35714287,0.22005744444444444,0.9190031,0.76534704,0.6331096,0.381309385,0.45594390190243905,0.2980629519928509,0.07013172,123,Wheat,Kharif_Maize
76.376153_30.770931,76.37615324407697,30.770930858725865,1,Wheat,WHEat,0.8528724,0.8014133453846154,0.55118805,0.31750909111111114,0.8525396,0.70750826,0.60186625,0.40285542500000004,0.4519735433360656,0.25345933536840687,0.046212483,122,Wheat,Kharif_Maize
76.378254_30.749706,76.37825395311701,30.74970612932216,1,Wheat,wheat,0.8594742,0.8072931415384617,0.7719201,0.6527415466666668,0.80949765,0.6410884466666666,0.7385591,0.7242853,0.6426463569349594,0.15966092231206963,0.055198103,123,Other,Kharif_Maize
76.379305_30.77216,76.37930536023663,30.772160488496635,4,Others,cucumber+bittergourd,0.8639646,0.7975545707692308,0.2384844,0.1573427791111111,0.8757764,0.7176578655555557,0.64972484,0.421274975,0.4267869920819673,0.2894447595456811,0.054936897,122,Wheat,Kharif_Maize
76.379491_30.785151,76.37949074542846,30.785150598595397,4,Others,bitergourd+chilli+tomato cucumber,0.8855263,0.8155766807692307,0.26106977,0.19951543444444444,0.89349115,0.7302347709999999,0.64318264,0.33064395150000003,0.43732393696062993,0.2997857849577812,0.018105263,127,Wheat,Kharif_Maize
76.380109_30.784512,76.38010863831323,30.78451246305417,1,Wheat,wheat+sugarcane(small),0.8302018,0.768765276153846,0.4313117,0.28496255,0.85052633,0.7275698450000001,0.36109117,0.1567903585,0.4255258115590551,0.25228698687096435,-0.047510453,127,Wheat,Rice
76.381165_30.778005,76.3811651441,30.778005174828024,4,Others,fodder(barseem),0.9049104,0.8479468007692308,0.23809524,0.1627970811111111,0.8987552,0.7624958239999999,0.5709037,0.271630712,0.4163742936290323,0.31134192118228327,-0.027642276,124,Wheat,Kharif_Maize
76.381955_30.796673,76.38195458253371,30.796672848057664,1,Wheat,wheat,0.8868007,0.8154869092307693,0.22137405,0.17610427,0.87773585,0.7027522310000001,0.69977206,0.433835945,0.45295295198425206,0.30681440361217927,0.06013986,127,Wheat,Kharif_Maize
76.385789_30.845352,76.38578891987471,30.84535185374309,1,Wheat,wheat xxx,0.89643604,0.8137138623076923,0.23688272,0.17006829622222222,0.8606579,0.5772359972727272,0.5344418,0.27678896999999997,0.41184662571093755,0.3066746056042097,0.01913614,128,Wheat,Kharif_Maize
76.38904_30.766102,76.38904009928494,30.766101871194973,1,Wheat,wheat,0.54094046,0.5063433915384615,0.81057566,0.636339078888889,0.88246673,0.777632971,0.8266599,0.751027635,0.5625196583870967,0.11847581092050721,0.07418112,124,Spring_Maize,Kharif_Maize
76.391475_30.761023,76.39147455640956,30.761023297340483,4,Others,mustard,0.7526362,0.6620348469230769,0.58657557,0.48116537333333337,0.7277077,0.575576691,0.76566654,0.6655203700000001,0.4805505707258064,0.18802866405680638,0.03112111,124,Wheat,Kharif_Maize
76.39168_30.826071,76.39168005994694,30.826071424877508,1,Wheat,wheat33ccc,0.88697684,0.8221589176923078,0.6433204,0.31925516555555555,0.8287462,0.7615479099999999,0.12719299,0.1141082875,0.4861837644453125,0.28501776560759345,0.0585723,128,Wheat,Rice
76.392304_30.796833,76.39230372000426,30.796832753221157,1,Wheat,wheat,0.898773,0.8350134399999999,0.26703984,0.20037071666666664,0.89032257,0.7114496770000001,0.8049059,0.556198365,0.43834748103149607,0.29871499127205337,0.06266549,127,Wheat,Kharif_Maize
76.392452_30.82886,76.39245212726881,30.828860007219408,1,Wheat,wheatxxcxc,0.82460994,0.7723777207692308,0.35268873,0.24138226000000002,0.8094241,0.6776382681818182,0.4226804,0.25153766,0.4469939042403101,0.20268918497488303,0.050941307,129,Wheat,Kharif_Maize
76.396176_30.775499,76.3961759632188,30.775498613835964,4,Others,bajra,0.89205897,0.8089745899999999,0.2890511,0.19189181666666666,0.8314394,0.5761692759999999,0.75239235,0.55006449,0.46600998812000005,0.26988129557778767,0.015652174,125,Wheat,Kharif_Maize
76.396596_30.782892,76.39659626619786,30.78289233009027,1,Wheat,whearary,0.76198167,0.6142817307692309,0.79729325,0.6675824522222222,0.8002275,0.745997287,0.45961484,0.45961484,0.5363801900806453,0.17375289856400186,0.08643998,124,Spring_Maize,Kharif_Maize
76.397275_30.786494,76.39727533319994,30.78649390839142,4,Others,wasteland223,0.4059595,0.37134472692307696,0.53690445,0.41959310777777775,0.8680203,0.712640226,0.7894737,0.7577212,0.40139042768,0.14894623906840526,0.11624878,125,Other,Kharif_Maize
76.401699_30.788882,76.4016990711484,30.788882151635423,1,Wheat,wheatata,0.8936978,0.8276180730769231,0.2511236,0.18397374111111112,0.8890555,0.724187105,0.6515062,0.42866855000000004,0.41048846962992125,0.30847023485573577,0.07323944,127,Wheat,Kharif_Maize
76.402785_30.827666,76.40278502535311,30.82766585475171,1,Wheat,wheat napier,0.9182243,0.8611579538461539,0.8918206,0.57907035,0.8178473,0.5963749554545454,0.80771583,0.5496259450000001,0.6043204848125001,0.23456248934464632,0.059119496,128,Other,Kharif_Maize
76.416644_30.76039,76.4166436416022,30.760389929548943,2,Maize_Tall,Maize big8282,0.89344454,0.8372920907692308,0.4283939,0.22846588888888889,0.8974359,0.7775106233333333,0.54058725,0.26184631999999997,0.43956730115447157,0.31186333485196854,-0.01689461,123,Wheat,Kharif_Maize
76.416671_30.762284,76.41667138799855,30.76228429549199,1,Wheat,wheatbbccb,0.796275,0.68451988,0.48202854,0.3885768911111111,0.8773869,0.6685423344444446,0.56534296,0.25225323,0.4698238876693548,0.27388002780478876,-0.0608365,124,Wheat,Kharif_Maize
76.419684_30.782461,76.41968400995884,30.78246111009961,1,Wheat,wheat82872,0.90466404,0.8416441038461537,0.375195,0.2384546322222222,0.90648854,0.6946205639999999,0.67920095,0.40936792,0.4299201957177419,0.30057311502061446,0.07388535,124,Wheat,Kharif_Maize
76.42018_30.816199,76.4201800486402,30.81619861972717,1,Wheat,wheat,0.9238712,0.8574642892307693,0.2845468,0.18457913111111113,0.8963448,0.7648125181818183,0.79891634,0.53922078,0.4613346059069768,0.32356391321607003,0.014021313,129,Wheat,Kharif_Maize
76.424781_30.809201,76.42478077746068,30.809201050082983,1,Wheat,wheat /maize check sat,0.8931789,0.8271015284615385,0.26406306,0.18852587444444446,0.8571835,0.5386179855555555,0.7535491,0.66305685,0.43223289888095234,0.31484724375892964,0.052571755,126,Wheat,Kharif_Maize
76.425947_30.774904,76.42594685023616,30.77490395464296,1,Wheat,wsheat221,0.89293456,0.8396310323076922,0.39889959,0.2339982966666667,0.905641,0.8279020288888889,,,0.44765791280165285,0.2995599272658654,0.062675394,121,Wheat,Other
76.427503_30.781202,76.42750271390513,30.78120236833959,1,Wheat,wheaatat,0.8504589,0.7619615530769231,0.573444,0.33336865555555556,0.8588469,0.6931210666666667,0.52248675,0.483074355,0.4607669949016393,0.2268691777217189,0.054715622,122,Wheat,Kharif_Maize
76.43111_30.777824,76.43111004854076,30.777824390379514,1,Wheat,wheaxxtt,0.8855435,0.8305245538461539,0.33286467,0.213789,0.8999222,0.7200030900000001,0.74159527,0.74159527,0.43579010409016394,0.29876165441887537,0.05263158,122,Wheat,Kharif_Maize
