longitude,latitude,class,class_name,landuse,date,NDVI,NDWI,MNDWI
76.4016990711484,30.788882151635423,1,Wheat,wheatata,2025-01-28,0.8304172,-0.7076846,-0.36773494
76.41667138799855,30.76228429549199,1,Wheat,wheatbbccb,2025-01-28,0.8748722,-0.76549864,-0.3486631
76.39245212726881,30.828860007219408,1,Wheat,wheatxxcxc,2025-01-28,0.64497846,-0.6487162,-0.41704375
76.43111004854076,30.777824390379514,1,Wheat,wheaxxtt,2025-01-28,0.86012524,-0.74329877,-0.39146566
76.42594685023616,30.77490395464296,1,Wheat,wsheat221,2025-01-28,0.7697929,-0.6778291,-0.42116183
76.3372709413635,30.724601665794108,2,Maize_Tall,maize,2025-01-31,0.5890411,-0.50432277,-0.17008443
76.33739634171799,30.718555345643132,1,Wheat,wheat,2025-01-31,0.6692796,-0.6022931,-0.20458616
76.3265018825923,30.723719711119067,1,Wheat,wheat,2025-01-31,0.68577206,-0.6254876,-0.22865751
76.32950409647532,30.721794279314942,1,Wheat,wheat,2025-01-31,0.609664,-0.55677253,-0.20731309
76.30413299055623,30.80749410447621,3,Agroforestry,agroforestry,2025-01-31,0.3916084,-0.32171026,0.0497912
76.33189366596719,30.75885190554769,3,Agroforestry,agroforestry,2025-01-31,0.37505358,-0.31045753,-0.037353862
76.36817665217716,30.856907118857684,3,Agroforestry,poplar+sugarcane (small),2025-01-31,0.32548666,-0.2735972,-0.13784203
76.4166436416022,30.760389929548943,2,Maize_Tall,Maize big8282,2025-01-31,0.5222222,-0.4410218,-0.014569537
76.28521135283525,30.79947275485687,2,Maize_Tall,Maizeee123,2025-01-31,0.25861278,-0.21615623,-0.09156378
76.33456189168277,30.86122779189324,2,Maize_Tall,maize,2025-01-31,0.3865377,-0.32256824,-0.03080308
76.29792509856131,30.82000731192583,2,Maize_Tall,maize,2025-01-31,0.4606647,-0.39774558,-0.05495894
76.34376863969742,30.793916570572435,2,Maize_Tall,maize,2025-01-31,0.48282668,-0.4025392,3.125977E-4
76.34012878696949,30.795217380997116,2,Maize_Tall,maize,2025-01-31,0.39748955,-0.32750398,-0.036720753
76.36285224334434,30.77612383261206,2,Maize_Tall,maize,2025-01-31,0.54914904,-0.46662283,-0.017267495
76.35342030902784,30.774147493269478,2,Maize_Tall,maize,2025-01-31,0.55034286,-0.46271706,-0.025324274
76.29176418733536,30.7266866256186,2,Maize_Tall,maize,2025-01-31,0.52497303,-0.4410866,-0.03967328
76.32470989829504,30.730143949818977,2,Maize_Tall,maize,2025-01-31,0.4745098,-0.39053255,-0.056128293
76.3372709413635,30.724601665794108,2,Maize_Tall,maize,2025-01-31,0.4524715,-0.37064946,-0.025013896
76.29230657829105,30.775131887534144,2,Maize_Tall,maize,2025-01-31,0.34585154,-0.2944141,-0.04599659
76.26669817963302,30.782512343433314,2,Maize_Tall,maize,2025-01-31,0.39911753,-0.32977507,0.051435407
76.28596931342835,30.80145016765359,2,Maize_Tall,maize,2025-01-31,0.29946044,-0.2537961,-0.109500386
76.32480790315338,30.744939736203033,2,Maize_Tall,maize,2025-01-31,0.35181046,-0.29065302,-0.061812025
76.32471679843447,30.776428844827407,2,Maize_Tall,maize,2025-01-31,0.42370063,-0.34432665,0.011814602
76.32275595834642,30.770584312064354,2,Maize_Tall,maize,2025-01-31,0.3354176,-0.27179924,-0.07107976
76.30552419358486,30.73250377163866,2,Maize_Tall,maize,2025-01-31,0.41379312,-0.34636435,-0.054566015
76.37397290028238,30.749841766549267,2,Maize_Tall,maize,2025-01-31,0.47298968,-0.37384614,0.011494253
76.34235526401403,30.76740552643507,4,Others,(long) sugarcane,2025-01-31,0.36263737,-0.3091216,-0.22113782
76.31754465226645,30.75620151079658,4,Others,Maize (just growing),2025-01-31,0.5132007,-0.42749915,-0.022429362
