longitude,latitude,class,class_name,landuse,date,NDVI
76.33949287462436,30.734232737586368,1,Wheat,wheat,2026-05-13,0.0968558
76.32905542700124,30.74237001647816,1,Wheat,wheat,2026-05-13,0.51179975
76.31744392692407,30.748804146098067,1,Wheat,wheat,2026-05-13,0.13495575
76.31459167004749,30.754156314836937,1,Wheat,wheat,2026-05-13,0.13960007
76.33540866836297,30.786424203250327,1,Wheat,wheat,2026-05-13,0.115031414
76.33338717850488,30.761092156837606,1,Wheat,wheat,2026-05-13,0.11393074
76.4201800486402,30.81619861972717,1,Wheat,wheat,2026-05-13,0.11332685
76.33773597285636,30.728025394164913,1,Wheat,wheat,2026-05-13,0.7406272
76.31212880425522,30.757429325923596,1,Wheat,wheat,2026-05-13,0.12305516
76.3361375933492,30.786236245359884,1,Wheat,wheat,2026-05-13,0.12266569
76.34945410470569,30.781948038898534,1,Wheat,wheat,2026-05-13,0.16835937
76.3443949114719,30.733730922643385,1,Wheat,wheat,2026-05-13,0.2883598
76.39230372000426,30.796832753221153,1,Wheat,wheat,2026-05-13,0.15509039
76.31682853750361,30.73428426638269,1,Wheat,wheat,2026-05-13,0.11263736
76.38904009928494,30.766101871194973,1,Wheat,wheat,2026-05-13,0.5369887
76.33739634171799,30.718555345643132,1,Wheat,wheat,2026-05-13,0.12644188
76.38195458253371,30.796672848057664,1,Wheat,wheat,2026-05-13,0.12428023
76.37825395311701,30.74970612932216,1,Wheat,wheat,2026-05-13,0.69304436
76.32509107688884,30.735102398551497,1,Wheat,wheat,2026-05-13,0.15518707
76.3265018825923,30.723719711119067,1,Wheat,wheat,2026-05-13,0.17382336
76.32950409647532,30.721794279314942,1,Wheat,wheat,2026-05-13,0.08686703
76.30552227332193,30.786548179750383,1,Wheat,wheat +sugarcane,2026-05-13,0.19453749
76.42478077746068,30.809201050082986,1,Wheat,wheat /maize check sat,2026-05-13,0.110340044
76.40278502535311,30.82766585475171,1,Wheat,wheat napier,2026-05-13,0.23319201
76.38578891987471,30.845351853743086,1,Wheat,wheat xxx,2026-05-13,0.1433352
76.33886678767016,30.787110321176087,1,Wheat,wheat+sugarcane,2026-05-13,0.13674812
76.33683564445974,30.761146881649108,1,Wheat,wheat+sugarcane,2026-05-13,0.5413552
76.38010863831323,30.784512463054174,1,Wheat,wheat+sugarcane(small),2026-05-13,0.19717203
76.39168005994694,30.826071424877508,1,Wheat,wheat33ccc,2026-05-13,0.1458227
76.41968400995884,30.78246111009961,1,Wheat,wheat82872,2026-05-13,0.13928096
76.4016990711484,30.788882151635423,1,Wheat,wheatata,2026-05-13,0.14572406
76.41667138799855,30.76228429549199,1,Wheat,wheatbbccb,2026-05-13,0.5303994
76.39245212726881,30.828860007219408,1,Wheat,wheatxxcxc,2026-05-13,0.1969946
76.43111004854076,30.777824390379514,1,Wheat,wheaxxtt,2026-05-13,0.12843029
76.42594685023616,30.77490395464296,1,Wheat,wsheat221,2026-05-13,0.12888461
76.3372709413635,30.724601665794108,2,Maize_Tall,maize,2026-05-15,0.746849
76.33739634171799,30.718555345643132,1,Wheat,wheat,2026-05-15,0.106147826
76.3265018825923,30.723719711119067,1,Wheat,wheat,2026-05-15,0.12068325
76.32950409647532,30.721794279314942,1,Wheat,wheat,2026-05-15,0.0699261
76.30413299055623,30.80749410447621,3,Agroforestry,agroforestry,2026-05-15,0.65282154
76.33189366596719,30.75885190554769,3,Agroforestry,agroforestry,2026-05-15,0.41454965
76.36817665217716,30.856907118857684,3,Agroforestry,poplar+sugarcane (small),2026-05-15,0.7895001
76.4166436416022,30.760389929548943,2,Maize_Tall,Maize big8282,2026-05-15,0.10587707
76.28521135283525,30.79947275485687,2,Maize_Tall,Maizeee123,2026-05-15,0.89413595
76.33456189168277,30.86122779189324,2,Maize_Tall,maize,2026-05-15,0.13271312
76.29792509856131,30.82000731192583,2,Maize_Tall,maize,2026-05-15,0.09338339
76.34376863969742,30.793916570572435,2,Maize_Tall,maize,2026-05-15,0.099481866
