system:index,BSI,NDBI,NDVI,SAVI,point_id,.geo
135,-0.054662390109366465,-0.12599320635604708,0.41917023664759273,0.2255002578363411,135,"{""type"":""Point"",""coordinates"":[76.360969,30.75990699999999]}"
136,-0.3314936002044425,-0.3852813634731409,0.7651694199321742,0.49613942839106484,136,"{""type"":""Point"",""coordinates"":[76.38287,30.77359600000001]}"
137,-0.00401472622562828,-0.06552443064127192,0.41165645601940626,0.2437046112166199,137,"{""type"":""Point"",""coordinates"":[76.415515,30.810918]}"
138,0.07978675626770068,0.0487399302312282,0.32928137539474156,0.17718353491834457,138,"{""type"":""Point"",""coordinates"":[76.294631,30.775541]}"
139,-0.09571744747746373,-0.18274371979020956,0.4574251490051845,0.2671734926713939,139,"{""type"":""Point"",""coordinates"":[76.348318,30.842067999999998]}"
140,-0.032647890100330076,-0.10654615623314002,0.40742031603646256,0.22288927766184097,140,"{""type"":""Point"",""coordinates"":[76.335842,30.80094]}"
141,-0.014189006085803766,-0.08939275032318858,0.3931011672369136,0.22114244085172172,141,"{""type"":""Point"",""coordinates"":[76.36396,30.785723999999995]}"
142,-0.03312443167113487,-0.10797034337406697,0.391734552204382,0.23933142167120075,142,"{""type"":""Point"",""coordinates"":[76.381289,30.765338000000003]}"
143,0.058082695871038065,0.01727392485004525,0.3237593171871495,0.17234372288373928,143,"{""type"":""Point"",""coordinates"":[76.408488,30.810434000000004]}"
144,0.06953271796457824,0.03681808264942569,0.315712180890037,0.16701190391351492,144,"{""type"":""Point"",""coordinates"":[76.288255,30.762393]}"
145,-0.019333887351482875,-0.04937702901105457,0.40717823785010177,0.14918380500091843,145,"{""type"":""Point"",""coordinates"":[76.345334,30.848390999999996]}"
146,0.1717783070753905,0.13040818264736648,0.17674674761880796,0.11135598476946093,146,"{""type"":""Point"",""coordinates"":[76.33762,30.797001000000005]}"
147,-0.11123208634551099,-0.18798987590690808,0.5257859670291786,0.30944278720548646,147,"{""type"":""Point"",""coordinates"":[76.36238,30.782300000000003]}"
148,-0.11813096583514077,-0.21751152874343005,0.458057394757723,0.2887291290546906,148,"{""type"":""Point"",""coordinates"":[76.383491,30.77068299999999]}"
149,-0.016098309591341137,-0.07177949038851014,0.4235238037572793,0.2451329652954856,149,"{""type"":""Point"",""coordinates"":[76.414724,30.803406]}"
150,-0.11168449183064981,-0.20170598483498423,0.49035469724331765,0.28780131516625274,150,"{""type"":""Point"",""coordinates"":[76.293839,30.772136]}"
151,-0.23542709346683632,-0.31412337387449063,0.6539394714485206,0.430794681661815,151,"{""type"":""Point"",""coordinates"":[76.34933,30.844498]}"
152,-0.06081137890975197,-0.14708945015007044,0.46931512685016774,0.2835900948049681,152,"{""type"":""Point"",""coordinates"":[76.335842,30.803891000000004]}"
153,-0.0955300881240043,-0.1768147232899594,0.5008981568332284,0.3154551226724673,153,"{""type"":""Point"",""coordinates"":[76.364319,30.786223999999997]}"
